playerid,PlayerName,position,Team,PA_atc,H_mean,H_p05,H_p50,H_p95,H_mean_t,H_p05_t,H_p50_t,H_p95_t,R_mean,R_p05,R_p50,R_p95,R_mean_t,R_p05_t,R_p50_t,R_p95_t,RBI_mean,RBI_p05,RBI_p50,RBI_p95,RBI_mean_t,RBI_p05_t,RBI_p50_t,RBI_p95_t,HR_mean,HR_p05,HR_p50,HR_p95,HR_mean_t,HR_p05_t,HR_p50_t,HR_p95_t,SB_mean,SB_p05,SB_p50,SB_p95,SB_mean_t,SB_p05_t,SB_p50_t,SB_p95_t,AVG_mean,AVG_p05,AVG_p50,AVG_p95,OBP_mean,OBP_p05,OBP_p50,OBP_p95,SLG_mean,SLG_p05,SLG_p50,SLG_p95
14221,Jorge Soler,DH/OF,LAA,504,0.19253555717382204,0.1572902070112949,0.19201807104667262,0.22966504275873809,97.04316666666668,78,96.5,118,0.10907320896732149,0.08124171334947132,0.10834424297362907,0.1387886907350774,54.981666666666655,40,55,71,0.1237136709593428,0.09301594506914909,0.12320806935188258,0.1560627765512672,62.35516666666667,46,62,80,0.041139752207343734,0.023414144808167673,0.04019135645071274,0.06198482942425771,20.733999999999998,12,20,31,8.594192787652687e-4,0,0,0.003969961364599327,0.43366666666666637,0,0,2,0.21687675627349043,0.1975833701422105,0.2164371069013788,0.2372527303614223,0.3056407729468781,0.2836258417313353,0.30535578815734843,0.3290503878543204,0.39872528988713374,0.35943182884918684,0.3975753053473411,0.44108567563616086
14344,Matt Olson,1B,ATL,686,0.23496999875747995,0.20006929648180444,0.2347291577980538,0.2708211913903331,161.30533333333332,134,161,189,0.13044566081742562,0.10326045411456088,0.1298902644122516,0.15947005361299266,89.56466666666668,69,89,111,0.15632043072861537,0.12533062987790627,0.15525155753466727,0.1916278870187696,107.33,84,107,133,0.05446487795928129,0.03522025982699342,0.05346432023338486,0.0770339155638004,37.38816666666666,24,37,53,0.0015045165051091548,0,0.0014227997811712269,0.004528424148099507,1.0334999999999999,0,1,3,0.2685469401595062,0.24715911798727166,0.2682369011720225,0.2903404596017591,0.3564628761481303,0.33304142770991846,0.35632007015403,0.37996123521463215,0.49892552329777706,0.45364230529353766,0.4980816081060795,0.5464004517430607
14551,Anthony Santander,OF,TOR,56,0.20449514904116808,0.10851236244969394,0.20161417479038063,0.30990340867592153,11.456333333333346,6,11,17.050000000000182,0.11930730893738464,0.05120324774251515,0.11559784441150417,0.20022406967836495,6.683333333333331,3,6,11,0.1479724903693217,0.06875625488056075,0.14441716299477758,0.24161809002480658,8.287833333333333,4,8,14,0.057878729932206344,0.01654907266854126,0.05368198323359619,0.11996290782108467,3.2445,1,3,7,0.0033970317635624438,0,0,0.01859567155642429,0.19016666666666682,0,0,1,0.22658587188272938,0.206630421932484,0.22641724212575773,0.2469997157209089,0.2987132091028301,0.27744849851007347,0.29824594009299543,0.32100326682655117,0.448430962517918,0.4059022126517551,0.44753066611102144,0.49458936925522506
14712,Manuel Margot,OF,NA,63,0.23497477694124597,0.1374359373562385,0.2337064896860942,0.3386982109952854,14.785833333333334,9,15,21,0.1134287103627893,0.04722012709675879,0.11078155676612494,0.19105943866603034,7.136666666666665,3,7,12,0.10044475698447893,0.033619630953436494,0.0970567431668723,0.1732571286186762,6.316166666666667,2,6,11,0.02031965596146996,0,0.016155318034957684,0.05241506935761269,1.278666666666667,0,1,3,0.017024999047099327,0,0.01572188814509282,0.048879266441505025,1.0708333333333329,0,1,3,0.2550276089808062,0.23296404007682608,0.2546930777379013,0.27818280186626426,0.3115671540386032,0.2886149989882354,0.31120765037860143,0.33582488299975477,0.37348271687372275,0.334581120317644,0.3726228659550098,0.4152052785470394
14813,Kyle Farmer,2B/SS,ATL,28,0.21597841903855408,0.07380892847778614,0.2110680839669677,0.3721561165739008,6.053666666666667,2,6,11,0.10160305800379711,0,0.10184344666427672,0.21308624070377225,2.8480000000000008,0,3,6,0.1122589070496749,0.03260715244426417,0.10712956459832401,0.22461094333087633,3.1455000000000006,1,3,6,0.025138667563620647,0,0.031729316494626514,0.07528958574570839,0.7039999999999995,0,1,2,0.003017819699152849,0,0,0.03511434435885658,0.08483333333333315,0,0,1,0.23398586608596622,0.21185283424624776,0.23353675381874386,0.25766267143570604,0.2891013923206946,0.26591491363708925,0.28871826771276077,0.3139995667983604,0.36398151508379134,0.3236925213757171,0.36310103869703025,0.4075042992219022
14854,Mike Yastrzemski,OF,ATL,455,0.18638013696972075,0.1502912201285973,0.18607543995082984,0.22365281286636818,84.78683333333333,67,84,104,0.11717956706877448,0.08763738597659984,0.11627535801611152,0.14871560585618068,53.30866666666666,39,53,69,0.10856389646592532,0.07992518775657333,0.10776028765375875,0.14032912382460544,49.39849999999999,36,49,64,0.03479039993746427,0.01810970456127268,0.03394119953476454,0.054426222435248646,15.834166666666672,8,15,25,0.006785475717331326,0,0.006397700155367939,0.015475762484378668,3.0885000000000016,0,3,7,0.2106779798167804,0.1916651744032316,0.21037041221644046,0.230929274419428,0.30294263463077076,0.2802339730647453,0.30258690891582724,0.32608127253897634,0.37669804303772386,0.33875901674878495,0.375639350342596,0.4168590739922056
14968,Victor Caratini,C,MIN,400,0.22468669441359942,0.18217264014071627,0.22378860241733628,0.26956247437486275,89.87066666666665,72,89,110,0.10586341065633859,0.07628285278229788,0.10510000805890901,0.13813765539792705,42.33533333333334,30,42,56,0.12377079177830722,0.09021028083165598,0.12282959356530554,0.16068903652812733,49.49483333333334,36,49,65,0.031645917540297074,0.015312016369791613,0.030746479064166315,0.0510594903827559,12.659333333333331,6,12,21,0.001769074680015677,0,0,0.006852050896726517,0.7080000000000011,0,0,3,0.2521366752842578,0.23062034866667921,0.2515967680488642,0.2754660617758857,0.3247539518790456,0.3015338822243252,0.3245357026775858,0.3484261095382858,0.4080109824467387,0.36678364321428847,0.40746489242220674,0.4521133548001406
15112,Ryan McMahon,3B,NYY,490,0.2010770346656192,0.1649387787308084,0.2002698846764431,0.23903012365859255,98.48083333333334,79,98,119,0.1118470534417049,0.08333682175837626,0.11150847175454284,0.14201600516326937,54.77749999999998,40,55,70,0.11400581780668415,0.08478432619704702,0.11326741044077798,0.14484842617039007,55.827666666666666,41,56,71,0.03429428375991775,0.018765066941693106,0.033677912669135474,0.052176157139664336,16.786999999999995,9,16.5,26,0.006189262708795647,0,0.005934984902744253,0.01405825140248154,3.0301666666666645,0,3,7,0.22387885066978225,0.2046721141040177,0.22357924854503752,0.24365202848827686,0.3052812913666488,0.28361746453979475,0.3048539245219838,0.32763880722276606,0.38559719620436633,0.34911089919199195,0.3845040622254263,0.4266648319358289
15161,Mitch Garver,C/DH,SEA,45,0.17046650940226235,0.07127083552288159,0.16643252610156614,0.2790949790594675,7.676833333333335,3,8,13,0.10005189548951468,0.02321988817964332,0.092863005787323,0.18542238964330646,4.505833333333334,1,4,8,0.11465072907890725,0.0422604489679,0.11138998664224722,0.20663501275409366,5.160000000000002,2,5,9,0.03832707151747612,0,0.04069577346322305,0.0920109666465542,1.7253333333333345,0,2,4,0.00271137065938534,0,0,0.02236095882786044,0.12266666666666654,0,0,1,0.19164710971808288,0.17302281051335935,0.19120396210627094,0.21155561432259176,0.28416313513238306,0.26172333810212633,0.2836996062120214,0.30783842480373264,0.3544969768048474,0.31762879035528413,0.353297683212501,0.3949334431331105
15172,Tim Anderson,SS,NA,42,0.2232859064552915,0.11057231447922276,0.21862201223889255,0.3494275155875027,9.387166666666666,5,9,15,0.09473466644159688,0.023876128629212443,0.092763222563681,0.18069525721948543,3.9811666666666667,1,4,8,0.06365250174295123,0,0.06233228055670247,0.13748097143368967,2.6765000000000003,0,3,6,0.009068921120163696,0,0,0.04521819646205045,0.3809999999999998,0,0,2,0.019286808996899805,0,0.02254606252006682,0.053643153747460155,0.811833333333333,0,1,2,0.23436333288929836,0.21293608490605362,0.234135229463661,0.25640714665251946,0.2813281849545597,0.2598523574702545,0.2810811099099015,0.3038835580853679,0.27944871210572814,0.24979471452730745,0.2788136238228286,0.3118317578496837
15194,Jake Bauers,1B/OF,MIL,315,0.19020692974431225,0.14722096722268954,0.18944521963149846,0.2353830064814162,59.92983333333332,46,60,75,0.12398512489238098,0.08880758342600002,0.122729514932262,0.16271226008019915,39.06066666666667,28,39,52,0.12044077229744202,0.08528766068522126,0.11978679416259999,0.15806464534953427,37.94883333333333,27,38,50,0.041983872050031165,0.020298438235423762,0.040834584382106666,0.0674122851197543,13.225666666666667,6,13,21,0.024917905011488568,0.008924597643480513,0.02321654843817643,0.046661581659304494,7.848333333333334,3,7,15,0.21599706721874964,0.19540661022050565,0.21591215966544786,0.2372083519116717,0.3099422078148156,0.2868342567645542,0.3096475674382423,0.3338762111720292,0.4035288767760194,0.3611533943316573,0.4022743744969039,0.4487717652863477
15223,Adam Frazier,2B/OF,LAA,182,0.21236100641032438,0.1554445885967632,0.21155857324658023,0.27291533296645354,38.672,28,38,50,0.10357140461516014,0.06390581662200738,0.10230435135001574,0.14821997965508038,18.85516666666667,12,19,27,0.07980452515241004,0.04451410408813426,0.07866769325622353,0.11781065097952442,14.5295,8,14,22,0.012914005061142866,0,0.011191370528747949,0.028748724504221244,2.3516666666666697,0,2,5,0.016426641281289626,0,0.015935961330926514,0.03577431981753735,2.9911666666666674,0,3,7,0.2321274342750924,0.21153929876650143,0.23203145519045515,0.2538805812706707,0.29548377424791733,0.27287499443680685,0.29540629456547846,0.31886909713424133,0.31583527497362646,0.2835495718617513,0.31514965279521007,0.3515964976896971
15271,Austin Wynns,C,ATH,166,0.23677869841692534,0.17095317025406875,0.23520635741713813,0.30732548638723994,39.30333333333333,28,39,51,0.10113726730806555,0.0593432833516542,0.0999238018827407,0.1476769012928647,16.778000000000002,10,17,25,0.12551289491822812,0.07771204292493865,0.12369272515684362,0.17958167188476568,20.831,13,20,30,0.02809324522161956,0.006128586971931634,0.025902280326979568,0.05393834854359742,4.661666666666668,1,4,9,0.0019027743356181273,0,0,0.01104201380181125,0.3154999999999999,0,0,2,0.256946011170827,0.230436709903702,0.25676496392345993,0.2844005678172033,0.3032887789079135,0.27730110567754046,0.3030106016604813,0.3299952359065767,0.39878031019887794,0.3496568456736508,0.397657514353355,0.45410163894538363
15274,Mike Tauchman,OF,NYM,70,0.21366683421966548,0.12515460274214768,0.21035683285097667,0.31224318745361396,14.954166666666666,9,15,22,0.12387820999452641,0.05699506280511588,0.12079212453720048,0.20046212317594536,8.667499999999999,4,8,14,0.10788580670469369,0.043861977414493936,0.10526357681305641,0.17945732291472752,7.552000000000003,3,7,13,0.02600075588265472,0,0.027060565724401145,0.061026630121690746,1.8198333333333325,0,2,4,0.007131282558896364,0,0,0.028811757263477157,0.49933333333333285,0,0,2,0.24392131938217504,0.2220316467227381,0.24348210512651736,0.26740409525791536,0.33112748064331804,0.3063143315447953,0.3309814820514277,0.35740514801168294,0.387041697856428,0.34569798613791264,0.3861336905025776,0.4304744840060501
15362,Jeff McNeil,2B/OF,ATH,581,0.22137846021060764,0.18584929714226936,0.22046944952880276,0.2602969843486286,128.50300000000001,105,128,154,0.1047058555387422,0.07976183321932967,0.1042916076370155,0.13203994555134763,60.77533333333334,45,60,78,0.09159790901107806,0.06767186289988603,0.09087740722903259,0.11737753489420885,53.166999999999994,39,53,69,0.01675169011014294,0.007149568288827241,0.016158403071699887,0.028228078637684992,9.725000000000001,4,9,16,0.005865284986694499,0,0.005205634830624815,0.013384104927212715,3.3999999999999986,0,3,8,0.24508391862892415,0.2240925366443894,0.24485305552703912,0.26702611537369286,0.3141581175058239,0.29121165021467094,0.314153029794354,0.3374410130710072,0.34841708980267455,0.3132725768980308,0.34757860678829966,0.38598341080443543
15429,Kris Bryant,3B/OF,COL,91,0.2057209423995938,0.12743964938193525,0.20284821927011792,0.2925409511086828,18.70616666666667,12,18,27,0.10853810589983764,0.053455224729711925,0.1063008226413013,0.1724353717097108,9.870166666666666,5,10,16,0.09407633021713466,0.04375862520166502,0.09190868912982288,0.15332350549927382,8.55466666666667,4,8,14,0.020867067579375707,0,0.021195347509376863,0.048417924236619406,1.898833333333334,0,2,4,0.0044570427898827465,0,0,0.021488407214788095,0.404666666666667,0,0,2,0.23062977472741156,0.208584786310911,0.23016559753834268,0.25443535681274065,0.31259020007864396,0.2889459467699135,0.31214557273350063,0.33701255172103695,0.34926801835997373,0.31099706884986245,0.3482613056472551,0.3906410867514195
15491,J.P. Crawford,SS,SEA,637,0.22306065798339694,0.1872874098907076,0.222710451448422,0.2598013858761282,142.23466666666664,117,142,169,0.11867749590646107,0.09126599943249422,0.11830207844840719,0.14753229333147636,75.67783333333334,58,75,95,0.09712446642048567,0.07343789347619696,0.09652869899128677,0.12277385501208055,61.9245,46,61,79,0.02121190684529868,0.010790175602134088,0.020681548509193452,0.03312587029783089,13.523833333333334,7,13,21,0.0071222330851003065,0.001544769582292736,0.006474805152069895,0.014664325817524458,4.539999999999998,1,4,9,0.25291402932216345,0.23170479677544048,0.25291257135078105,0.274436415272638,0.3363068740725482,0.31323765955815697,0.3361273628482711,0.36038726592718867,0.3789261480634629,0.34172010602399006,0.3781510764115197,0.4184038122467059
15518,Amed Rosario,SS,NYY,231,0.26256188236372735,0.20423499074893975,0.2615028435490746,0.32503759631427376,60.65916666666666,46,60,76,0.11690730765522234,0.07809680578657131,0.11598843966340888,0.15858717897888155,27.005000000000003,18,27,37,0.1049599248678035,0.06851919585728966,0.10369457747938604,0.14518686782963677,24.251666666666665,16,24,34,0.020093902917905887,0.004461809746046841,0.018511574158476887,0.038180958550463016,4.640833333333335,1,4,9,0.01690281236792173,0.004147288359910977,0.016118105459158913,0.03494742081825082,3.9068333333333314,1,4,8,0.28021484881306824,0.2576243395794903,0.27993728610934293,0.30362612053320914,0.3202476698263621,0.2972954728448742,0.3198794585607204,0.343611999679285,0.397332249330651,0.35818549013209783,0.39663423421973865,0.4390338284686061
15640,Aaron Judge,OF,NYY,644,0.2607348061506301,0.22190815675719686,0.2604172964619357,0.30045279715320955,168.05133333333333,140,168,197,0.1913874214223915,0.15539922900940928,0.19066519797571208,0.22961878931321433,123.34383333333332,98,123,150,0.21005685665616905,0.17085081043814918,0.2091739836983724,0.25256486135050554,135.37483333333336,108,134,165,0.11178112147296333,0.07768624088478945,0.10979790198325155,0.152458507241152,72.05466666666666,49,71,99,0.013003943433244045,0.004647272665466455,0.012389081808466575,0.02344764540076931,8.384666666666666,3,8,15,0.3118658215393279,0.2888249671527287,0.31154797164747167,0.3357574677734964,0.42147737080442454,0.39657167578073793,0.4214039090165315,0.4475748076683432,0.6916599299072278,0.6299642065278164,0.6902688390803018,0.7598764599378308
15653,Dominic Smith,1B/OF,ATL,7,0.22148231890816283,0,0.15154122328346994,0.5625981075903373,1.5498333333333343,0,1,4,0.1001999430560728,0,0.12744745437426805,0.3008329800750568,0.7011666666666675,0,1,2,0.09922025512649123,0,0,0.30183999862976957,0.6941666666666664,0,0,2,0.02005370124970682,0,0,0.14633177288744248,0.13999999999999993,0,0,1,0.0030461826808373155,0,0,0,0.021333333333333284,0,0,0,0.24387954171621595,0.2224003608944533,0.24350389785172666,0.2667667446834647,0.30764317230596666,0.2849844532187831,0.30751692626649785,0.3308225785493639,0.36069221809349034,0.3239453999331959,0.35954074279075954,0.4019783013453833
15674,Reese McGuire,C,MIL,13,0.21357887578737356,0,0.21810008834135225,0.4507693187658915,2.7798333333333334,0,3,6,0.09555162293861319,0,0.077840294298785,0.24442942053956618,1.2431666666666663,0,1,3,0.09222532700013415,0,0.07739493652069823,0.24373861668351823,1.2003333333333335,0,1,3,0.017024411369565035,0,0,0.08077222058276921,0.22216666666666685,0,0,1,0.004653642437169641,0,0,0.07316225117929281,0.060500000000000165,0,0,1,0.22816079874406678,0.2057635344930858,0.227679487465621,0.2517405061223333,0.28536597961725646,0.262630559535424,0.2847984166410555,0.30923587507434963,0.32724300473822154,0.2895322220020737,0.32636586085442393,0.3677446229945576
15679,Rowdy Tellez,1B,NA,280,0.20309387893419467,0.15733298714737842,0.20173784048518775,0.2534700228247871,56.8525,43,57,72,0.10503995046531699,0.07122342026900742,0.10433986273814605,0.1424083172901025,29.40266666666666,20,29,40,0.13451911771310093,0.09518688356648412,0.13347458931278183,0.17741396897933473,37.654500000000006,26,37,50,0.04244839495395269,0.020948050000728073,0.040842804024969696,0.06866549210343433,11.880000000000003,6,11,19,0.0018117562929381476,0,0,0.007293270400726045,0.5074999999999997,0,0,2,0.2238123059857704,0.20352155364314134,0.22343078436650984,0.244598581390138,0.2943896606645219,0.27193486048358645,0.29417731720536666,0.31777621508616943,0.4047233001684725,0.3636137682857686,0.4040196621830737,0.44906510006292166
15711,Tyler O'Neill,OF,BAL,392,0.200867822693676,0.16024924708581093,0.20037072861499539,0.24422968433129907,78.747,61,78,97,0.12937064773481177,0.0962757207765442,0.12855464004702905,0.16604213050809286,50.70283333333333,37,50,65,0.1307230137875916,0.0955455354112061,0.12977270534493546,0.16796907657237542,51.24600000000001,37,51,67,0.04904764345586241,0.02743441236232423,0.047878617754089234,0.07504625416318121,19.229166666666668,11,19,30,0.014348925504157234,0.004669316366522576,0.013290034309980249,0.028038921295581536,5.623666666666668,2,5,11,0.22421288272538092,0.20319973475387462,0.22404160200347728,0.24588752030033686,0.304051981079965,0.28173883818288514,0.303448701687064,0.32754864751182966,0.42952539680802343,0.38605611861939254,0.42843551736279106,0.47635883486776065
15730,Tyler Wade,2B/OF,TEX,35,0.18695465843687004,0.08069648795578463,0.1799945063208061,0.32060000317916487,6.540166666666669,3,6,11,0.09542115515892734,0.026671779176083456,0.08776875371814341,0.19316847016568603,3.338333333333332,1,3,7,0.05168543085641391,0,0.054137901281579234,0.12036532308664057,1.8073333333333341,0,2,4,0.0062070600277460124,0,0,0.03004130349758464,0.2171666666666661,0,0,1,0.028047345173784804,0,0.027827058029570965,0.08681316531250813,0.9813333333333336,0,1,3,0.2055991230202055,0.18319266995092198,0.20522787108386129,0.228736544681659,0.28352103649943394,0.2595555335570894,0.28350610232963114,0.3084205684785666,0.24110403261482174,0.21118254208022,0.2402723097765189,0.2745376028020897
15878,Miguel Andujar,3B/OF,SDP,364,0.258092783994494,0.20989901534048472,0.25770140899357385,0.3087124181795618,93.80016666666668,75,94,114,0.10824460472587458,0.07681417420724454,0.10742896982139546,0.14208151832400848,39.356,27,39,53,0.10677051088540132,0.07584297993018443,0.10591919977016431,0.1420596876274451,38.814666666666675,27,38.5,52,0.01931944732082872,0.007637366921769014,0.01876862664485594,0.03396494254571884,7.0201666666666656,3,7,12,0.006693688979112026,0,0.005562189176683792,0.0169809483318507,2.434166666666665,0,2,6,0.2741391978035883,0.24994459644801073,0.2737979950099547,0.2995068912460989,0.31104272525141163,0.2871451680156294,0.31096204246443143,0.3362093607412565,0.3853038374802869,0.3447686739064876,0.3841751539800818,0.4295234569900137
15905,Luis Torrens,C,NYM,218,0.20619446614462464,0.15274568669041866,0.2047987996304802,0.26193312838972915,44.94883333333333,33,45,58,0.09300162944713478,0.05831747534791196,0.09156627852636785,0.13192586823604766,20.27333333333333,13,20,29,0.1054713004094409,0.0674676293418195,0.10446734252654584,0.14824278053445486,22.99033333333334,15,23,33,0.024563141132752764,0.00864390975838496,0.023294944419512374,0.04596519516601746,5.352499999999999,2,5,10,0.002069786848624856,0,0,0.009198510141438502,0.45099999999999985,0,0,2,0.22364063720711538,0.19951380182815054,0.22336962797917878,0.24842318470364289,0.2870264660797177,0.2623072187520466,0.2865386338229385,0.3134581375938665,0.34908106980849046,0.30614893517980957,0.3477220324988888,0.39682488836415525
15986,Willy Adames,SS,SFG,679,0.20521681318513865,0.17301102528924078,0.20489594666008193,0.238413322115262,139.376,115,139,164,0.13612952724410254,0.108319150659043,0.13560675009758125,0.16599454216457457,92.45733333333334,72,92,114,0.14451538622293952,0.1147393693683652,0.14358848793916873,0.17705190417636335,98.14933333333333,77,97,122,0.057789189327608556,0.037563093413630025,0.05675006262212855,0.08111895592726301,39.24966666666668,25,38,55,0.0173651416452567,0.007233463580326911,0.01667915900160278,0.029866388219211778,11.794166666666667,5,11,20,0.23301444378362704,0.2134631220861119,0.2328054263224067,0.252762776592132,0.3163606211787735,0.2947755004176737,0.3160330082580768,0.3396491746098322,0.4637453365896316,0.4221471402978413,0.4623364395948909,0.5089432177916503
15998,Cody Bellinger,1B/OF,NYY,616,0.2327026074501639,0.19632888778901839,0.23214463155419857,0.27053179747650813,143.36983333333333,118,143,170,0.13049831903078635,0.10216416070402304,0.1298282774649535,0.16097876489403903,80.39050000000002,62,80,100,0.13238875843846942,0.10283505775437832,0.13175979907383178,0.16422117315613513,81.5701666666667,62,81,103,0.037154312105129685,0.021713068722531356,0.036483124645037085,0.054987413534443974,22.894166666666667,13,22,34,0.0157266133971111,0.0063021873581167115,0.015081876068581468,0.02734790382337604,9.694333333333333,4,9,17,0.2592471432591777,0.2382738171726176,0.2589667202471634,0.28133627690708196,0.32881562118348423,0.30705854043998804,0.32853462797173766,0.35094672406377386,0.4477990188661551,0.4072304587922769,0.44652131602412315,0.492452228327656
16153,Austin Slater,OF,DET,28,0.20328486218940078,0.07160735191239946,0.1960269167576382,0.35423416758300397,5.689333333333332,2,5,10,0.11681768029454277,0.033724687730263436,0.10872108009552284,0.23038028653238507,3.2679999999999993,1,3,6,0.0961510556857716,0,0.0971984018943429,0.20489536351919901,2.6921666666666675,0,3,6,0.023012726709053886,0,0,0.07434733696580566,0.6436666666666658,0,0,2,0.014722555819139557,0,0,0.07000521618619912,0.4115000000000005,0,0,2,0.2288613373047572,0.20654141882557608,0.22866902590838456,0.25166949849288234,0.312733772968085,0.28918308377779184,0.3123958253782767,0.33687341047523606,0.357808317927872,0.31954577140268037,0.3567989372173921,0.3999224930824568
16252,Trea Turner,SS,PHI,644,0.2699776288360893,0.2312580474195581,0.27006748441508366,0.30993086050450297,173.738,145,173,203,0.14778625309581592,0.11750499101767542,0.14729778415696637,0.1807437874482197,95.104,75,94,117.05000000000018,0.12547638992885984,0.09742678600037263,0.12487382656446208,0.1556078204666155,80.75833333333334,62,80,102,0.03232923592595948,0.018794831535811348,0.03139916223199399,0.04825723559788673,20.8115,12,20,31,0.03282507768955642,0.018081444247242343,0.032046429566425824,0.04973343311356635,21.12433333333333,12,21,32,0.2989496236198945,0.27577544351853706,0.29869710929998133,0.322216320683996,0.3577043879641615,0.33488832088822057,0.35736499438387614,0.3817107975879713,0.47945343895313786,0.4352851842065845,0.4779243553116369,0.5274304598232342
16376,Michael Conforto,OF,NA,294,0.1904550820442122,0.14673788409614016,0.1900460889362458,0.23595218011412342,56.04666666666666,42,56,70,0.10689065076841736,0.07402621218958,0.10644522301202514,0.1419688269601052,31.459166666666665,22,31,42,0.1058120229287164,0.07266438340357832,0.10483792804457659,0.14228115775897096,31.137833333333333,21,31,42,0.029272057124720995,0.013018403731816147,0.02825624738654374,0.049022594285806714,8.615500000000003,4,8,14,0.0027076027878221005,0,0.0031607940056258346,0.009745859023198881,0.7975000000000004,0,1,3,0.21607877158545696,0.19674222457290366,0.21565070929631341,0.23640553421567354,0.30639668840532513,0.28435080504652405,0.30624887556534386,0.32901155645844854,0.36356646166787104,0.3278402265673225,0.3627811035569629,0.40177454299394283
16426,Thairo Estrada,2B,NA,154,0.21383813560196643,0.15180057656408932,0.21209841325324819,0.28222112235745284,32.89966666666666,23,33,44,0.10387048533602916,0.060843549925561104,0.1027875260924797,0.1518327183483055,15.977999999999998,9,16,23,0.09148309519427841,0.05145316746545413,0.08969150643521448,0.13811314797175545,14.07016666666665,8,14,21,0.01810533983357231,0,0.018242186273891774,0.03909795046899415,2.7863333333333347,0,3,6,0.012537565032120803,0,0.012487493894511897,0.0318145277979251,1.9296666666666662,0,2,5,0.228532131395921,0.20525088635863958,0.22816886333471004,0.2532665514009862,0.2807802155389548,0.2570487212947903,0.280552314581904,0.3053824382479712,0.33230417222655,0.2925518662878965,0.33136220968733077,0.37505898254591236
16442,Ryan O'Hearn,1B/DH,PIT,546,0.24605046429627436,0.20643653198525547,0.24564275812933611,0.2876897989448403,134.347,110,134,160,0.11777589201027552,0.08980202768079538,0.11691234766145905,0.14838765158013442,64.29483333333334,49,64,82,0.13134996022235654,0.10076935432925152,0.13056323468981298,0.1656478033391683,71.72716666666666,54,71,92,0.032680059023154545,0.01805760310021888,0.03203634135259506,0.05000731601930759,17.844833333333337,10,17,27,0.005775308314704431,0,0.005310654035674911,0.013654247394603553,3.151500000000001,0,3,7,0.2722003703197691,0.249636782687078,0.2717308971528247,0.2955587201848248,0.3358351499081482,0.31198303833985547,0.3357365073653693,0.3606770662094374,0.4392407074517609,0.39610115570077736,0.43805765167708743,0.48543559665744973
16472,Rhys Hoskins,1B,NA,294,0.20091173229700254,0.15546469043083902,0.20017551638512598,0.24803767315554986,59.099833333333336,45,59,74,0.12107210386925367,0.0852957712924092,0.12022666943935378,0.1597115239467277,35.61999999999999,25,35,47,0.1374738483778251,0.09789489433773847,0.13610796148194976,0.18174810722276424,40.440666666666665,28,40,54,0.04712952316650453,0.023724285924391034,0.046020535639628546,0.07374262323292342,13.859166666666663,7,14,22,0.003599106436906127,0,0.0033352670376726318,0.010691593044683933,1.059166666666666,0,1,3,0.2313271982550218,0.2103394900618914,0.23071741880011604,0.2532146941530205,0.32785335777492886,0.30385550954746754,0.327476089399356,0.3525608946681757,0.43276055463121194,0.390551916192917,0.43164819425308676,0.4785757242410532
16478,Kyle Schwarber,DH/OF,PHI,686,0.19978456315846843,0.1686307869630424,0.19951674767993435,0.23240884186571015,137.1603333333333,113,137,162,0.15123380643534481,0.12064125474023364,0.15039841685775934,0.18382083346099137,103.82116666666667,81,103,128,0.17067797707733215,0.1363651468271602,0.1699183937432048,0.2071883108012704,117.18283333333335,92,117,144,0.08739121183969979,0.059349978353681554,0.08598157839562708,0.12039534264921249,59.99616666666666,40,59,84,0.0066839148788616085,0.0014352573948515734,0.006028548536817051,0.013751576606309327,4.591500000000003,1,4,9.050000000000182,0.23599460572799605,0.2164675294401822,0.23568333822497411,0.2568260311242853,0.35004284747275083,0.3264879199306072,0.3497139404748296,0.37405044056110326,0.5241873040072113,0.47615119727895294,0.5230283158975508,0.57530913476186
16505,Matt Chapman,3B,SFG,672,0.19741520266357654,0.16552587075231,0.19688770486952953,0.2306686874008106,132.54366666666664,109,132,158,0.12792935738583408,0.10049777677528741,0.12748031332944842,0.1561567924120453,85.897,66,86,107,0.11771617728422672,0.09099092619970675,0.11708281105842744,0.14605699617478352,79.04883333333333,60,79,99,0.040324112910595816,0.024120084519860693,0.03957492945060791,0.059137738659111365,27.074666666666662,16,27,40,0.0183931016508058,0.007498482372076364,0.01743169268576405,0.03226974680907948,12.35400000000001,5,12,22,0.22456623069797982,0.20543562491985837,0.224467265091815,0.2448960164542224,0.3197987901070679,0.29759050105630824,0.31948268592941453,0.34325859465154523,0.40794194262273736,0.368970615037257,0.40719948375425064,0.44888211410550055
16512,Isiah Kiner-Falefa,SS,BOS,168,0.24429303859674778,0.18184961756727763,0.24306378834822748,0.31042767263582005,41.03966666666666,30,41,53,0.10977617982523968,0.06773656112440785,0.10849639484726603,0.15703877745251726,18.435,11,18,26,0.08353738835166225,0.04716595010565634,0.08228459563222537,0.12430002690809654,14.027000000000001,8,14,21,0.012564549464820286,0,0.01179438812560751,0.029534057921175055,2.1104999999999987,0,2,5,0.02923641794323235,0.006179820196269216,0.02830492335643746,0.05685849394157404,4.9078333333333335,1,5,10,0.26423616873181743,0.24176172425504203,0.2640821836579141,0.28625444240364445,0.3130001385213556,0.2908092293529913,0.31256367838673044,0.33618142025684494,0.33982253823652947,0.3062198562811461,0.338645971420677,0.37629581828812436
