playerid,PlayerName,Team,position,pos1,PA_atc,z_HR_p50,z_R_p50,z_RBI_p50,z_SB_p50,z_OBP_p50,z_SLG_p50,composite_mean,composite_p05,composite_p50,composite_p95,expected_rank_overall,p_top20_overall,p_top50_overall,expected_rank_pos,p_top12_pos,p_top20_pos
12037,Jon Berti,NA,3B,3B,168,-0.9506559350130936,-0.9023813872269884,-1.0345251348868203,0.5423719122313594,-0.6483944094793117,-1.829233583481989,-0.7860634771783163,-1.0107975842138959,-0.7911435665596649,-0.5461556726179638,387.45733333333334,0,0,49.3485,0,0
12144,Max Kepler,NA,OF,OF,140,-0.67599410602345,-0.9004352341825714,-0.8604947056202659,-0.7194354563134662,-0.016374557060071564,-0.05556445633141813,-0.5247769927190465,-0.6813679252812945,-0.5271921287068198,-0.3606254907911863,330.30333333333334,0,0,114.614,0,0
12158,Austin Barnes,NYM,C,C,6,-1.034263609050997,-1.3851710606259917,-1.3235104088697172,-0.7504039170144591,-0.4193174643734063,-1.1936897289383295,-1.0125911355883652,-1.1515902138682115,-1.014622065028797,-0.8691713655734452,434.98966666666666,0,0,61.422666666666665,0,0
12161,Xander Bogaerts,SDP,SS,SS,609,-0.24543990807970767,0.6943603689076576,0.315659941429403,1.3811876863741943,0.17652639000726508,-0.5105781475753286,0.3220090995770675,0.009215627245916307,0.31190241675594116,0.6669526337044509,165.842,0,1.6666666666666666e-4,22.027166666666666,0.0018333333333333333,0.278
12533,Marcus Semien,NYM,2B/SS,2B,644,0.8248956804197463,1.1977834350986458,1.0018509236532016,0.23180622764089587,0.04626394848348757,0.2181050703240553,0.6040498696691121,0.27125059238070354,0.5983714511522029,0.957263979117832,116.73333333333333,0,0.013833333333333333,12.255333333333333,0.5621666666666667,0.9453333333333334
12552,Eugenio Suárez,CIN,3B,3B,616,1.6734269609245187,0.8169954666591592,1.4650275339572176,-0.5438457578144273,-0.16578197384358745,0.5475134890772891,0.6477993716661297,0.3319846026041465,0.6397539869608431,0.9918551498806925,109.64,1.6666666666666666e-4,0.0205,11.249333333333333,0.6453333333333333,0.9768333333333333
12564,Trevor Story,BOS,SS,SS,665,0.6006568244834896,1.060174714808679,0.9217659356268759,2.37574125865365,-0.4310076870959011,-0.06143317787983732,0.7651652195413295,0.3583136237379264,0.7560515397727764,1.2045144923698201,93.95033333333333,0.005333333333333333,0.103,15.5805,0.19866666666666666,0.9128333333333334
12856,George Springer,TOR,OF,OF,595,0.7713456415125182,1.1759091755754545,0.912693574180178,1.0571810858019457,0.718576779495955,0.5766824165011066,0.8894731004924401,0.531274576124541,0.8791113915070243,1.2802068881028663,76.64966666666666,0.007333333333333333,0.1805,27.9505,0.057,0.2668333333333333
12859,James McCann,ARI,C,C,194,-0.552463585208081,-0.7924575961418558,-0.6304156962624412,-0.6538097931309887,-0.5237556679010864,-0.10408748033576384,-0.532600790695326,-0.7195213157643906,-0.536725585138498,-0.32875288185355056,332.2026666666667,0,0,41.68516666666667,0,0
12916,Francisco Lindor,NYM,SS,SS,630,1.197650698399404,1.4261049847890943,1.1902745192065107,1.7142605491583156,0.7725507896708199,0.9579660906151755,1.2300556242980296,0.8266591379551858,1.21778331194127,1.6612000318107256,42.29533333333333,0.1375,0.688,8.5485,0.8465,0.9996666666666667
12927,Brandon Nimmo,TEX,OF,OF,630,0.7681840498425391,1.224183126620062,0.950812709691256,0.03646468404034468,1.3300921179867098,0.5600880601766973,0.8285404362653048,0.5073538699881895,0.8177017581071289,1.181256545043393,83.73416666666667,6.666666666666666e-4,0.09966666666666667,30.630333333333333,0.0225,0.164
12976,Austin Hedges,CLE,C,C,141,-0.8850202745531417,-1.1030843751798463,-1.0460342722070428,-0.7289355568374596,-3.0899227272038763,-2.2210841574583804,-1.498365268090249,-1.626290045535702,-1.4987068582386844,-1.3675112353499168,479.37416666666667,0,0,71.94583333333334,0,0
12979,Javier Báez,DET,SS,SS,385,-0.39854416193148395,-0.26263631144833915,-0.22700241950532,-0.178143289961338,-1.795508813082448,-0.9972474030986997,-0.6303448700456022,-0.8380061945496632,-0.6340410194608124,-0.4083933694212879,353.45916666666665,0,0,32.99133333333333,0,0
13066,Teoscar Hernández,LAD,OF,OF,595,1.0154028372278336,0.931284484543611,1.3365822409209793,-0.12962992432379927,0.4140610219931398,1.030788595551643,0.783737367711786,0.4573377297474509,0.7760774215446637,1.1328784115931885,89.876,8.333333333333334e-4,0.07033333333333333,32.928666666666665,0.013666666666666667,0.12483333333333334
13145,Josh Bell,MIN,1B,1B,574,0.2915700803970404,0.3588550514379282,0.7096573931091292,-0.7448431237113291,0.23902951831446664,-0.126707080691067,0.13533298354002923,-0.12268480179338859,0.13013392379847075,0.4063684017036126,201.02016666666665,0,0,27.6895,1.6666666666666666e-4,0.04083333333333333
13152,Jorge Polanco,NYM,2B/SS,2B,546,0.8485923077923223,0.6414288583973917,0.8392270507149866,-0.3308621307590701,0.10393158205071473,0.4933504029140827,0.4501731875090052,0.14989995881692497,0.44313501046146997,0.7754513890027759,142.37366666666668,0,0.0013333333333333333,15.8975,0.262,0.8206666666666667
13185,Orlando Arcia,MIN,SS,SS,98,-0.8672320047266591,-1.113887680887326,-1.0395740205608193,-0.745435083669338,-0.8482003914031822,-0.612572505439463,-0.8620734093386042,-1.0079821030864229,-0.8635559389491327,-0.7147947709805478,404.064,0,0,35.964333333333336,0,0
13301,Max Muncy,LAD,1B/3B,1B,455,1.1356804554845814,0.43803537237851575,0.7355301507140379,-0.6046266925109336,0.531167050090511,0.6052779878785652,0.49353593395949974,0.196213364225484,0.48743358386978564,0.8137802573577269,134.76866666666666,0,0.0015,19.3525,0.035,0.624
13324,Ildemaro Vargas,ARI,2B/3B,2B,98,-0.9430858715924395,-1.1173685583714765,-1.0697294233267192,-0.641592303878477,-0.4705790242603389,-0.872091770745195,-0.842048611339443,-1.0048164446858767,-0.8431677224967367,-0.673611659473592,399.7348333333333,0,0,61.74366666666667,0,0
13419,Christian Walker,HOU,1B,1B,595,1.2787783423039238,0.8589081783442518,1.2827522076487017,-0.5032973557362395,0.3021965901443383,0.6801937109746029,0.6685312636863364,0.34339068409539597,0.6615814695250708,1.0095735274214237,106.538,0,0.0225,15.868166666666667,0.17716666666666667,0.8883333333333333
13510,José Ramírez,CLE,3B,3B,679,1.3329139961821812,1.6782460459806106,1.6820619840908684,2.938672366976084,1.182328504269131,1.2721167404310472,1.7058455916496738,1.2471256407843916,1.6935598994700285,2.2121220693046904,15.9115,0.7431666666666666,0.9871666666666666,1.4148333333333334,1,1
13590,Jesse Winker,NA,OF,OF,308,-0.4744815687199433,-0.3344449683404611,-0.4505133948970328,-0.30506141722453634,0.1310658850505082,-0.5321891707763294,-0.31280865768109056,-0.5209690973536171,-0.3172482537952639,-0.09127896640071746,287.05266666666665,0,0,100.9255,0,0
13602,Patrick Wisdom,SEA,3B,3B,14,-0.9853130999486999,-1.3562038819788462,-1.2856275885626474,-0.7453046878247024,-1.426351235939641,-0.30633144781413,-1.0078102007854375,-1.188575467350255,-1.011057069105114,-0.8210530521857691,433.45616666666666,0,0,54.240833333333335,0,0
13611,Mookie Betts,LAD,OF,OF,651,0.8403212874817165,1.4808954088208552,1.0693512714972577,0.052677488363316184,1.2633450148075376,0.7375092809613379,0.9235900615017757,0.5897261660214053,0.9165010873210103,1.281863555168373,71.86566666666667,0.004833333333333334,0.2035,26.1165,0.05533333333333333,0.3006666666666667
13613,Ketel Marte,ARI,2B,2B,637,1.6003310280072274,1.4354396605493813,1.4679604671851387,-0.25587734447106414,1.414654133710583,1.4954130859713726,1.2102921723802829,0.847331044021301,1.1996050935895597,1.6046312748780398,43.3515,0.10216666666666667,0.6788333333333333,3.7988333333333335,0.9985,1
13620,Carson Kelly,CHC,C,C,373,-0.1694840776501046,-0.20247945437643744,-0.05684062331068873,-0.6417592406074768,-0.22652668155852076,-0.21987652053256418,-0.23890937123386607,-0.46456404495086695,-0.24374732543328687,0.0024449143570166166,272.66183333333333,0,0,30.967833333333335,0,0.0165
13621,Jeimer Candelario,LAA,3B,3B,7,-1.0293532530714997,-1.3772174000441264,-1.313381080589084,-0.7507586922538747,0.42695411816213025,0.24493234690830057,-0.6281526941555097,-0.7636802853633945,-0.6287207052328694,-0.48727848636640775,352.96166666666664,0,0,45.602833333333336,0,0
13624,Corey Seager,TEX,SS,SS,560,1.496657599114119,1.0166680115916322,1.2682185221738504,-0.502345565435517,1.4886196668165375,1.7225032810550576,1.102710803655058,0.7528179368877599,1.0971713449223626,1.4806844183916692,52.757666666666665,0.04083333333333333,0.5016666666666667,10.342166666666667,0.7226666666666667,0.9998333333333334
13675,Tyrone Taylor,NYM,OF,OF,280,-0.5387079921328963,-0.47401472337398565,-0.5233251595300183,0.13545838559654372,-1.1207810592099086,-0.7614721482978668,-0.5302206842484534,-0.7686509958939263,-0.5344292907803596,-0.2758104720707811,332.02883333333335,0,0,115.07433333333333,0,0
13755,Tomás Nido,DET,C,C,13,-1.0265888780092967,-1.3680557271624472,-1.300774882816241,-0.7512903436363968,-1.304262743769794,-0.8805212819149237,-1.097745244375739,-1.2768036194704286,-1.1002223526194974,-0.9139836022201716,448.9575,0,0,64.44883333333334,0,0
13757,Chris Taylor,LAA,OF,OF,147,-0.7685448106156485,-0.9121148732700793,-0.9149877142199907,-0.39671378957566805,-0.9857509957148933,-0.9025517512266275,-0.7991368726970767,-0.967359198693429,-0.8029984799260417,-0.6205994187998395,390.40416666666664,0,0,132.599,0,0
13770,Rob Refsnyder,SEA,OF,OF,266,-0.20652696302505932,-0.21498117270048592,-0.1765407081822134,-0.4863438913295972,2.0705914071610128,1.4580296938098007,0.42367530023717936,0.17027796303362622,0.418249118042841,0.698132311020366,146.7255,0,0,53.84883333333333,0,1.6666666666666666e-4
13897,Tyler Heineman,TOR,C,C,154,-0.8220663309645492,-0.8467963534953411,-0.8397382662740491,-0.6574646160588383,0.9890106388047697,0.03763760473479751,-0.34339791262557273,-0.6112821349656684,-0.3480257994943171,-0.06344511721513638,293.5316666666667,0,0,34.745333333333335,1.6666666666666666e-4,0.007166666666666667
14161,Byron Buxton,MIN,OF,OF,560,1.984368938224951,1.2279888398279402,1.3239196406360212,0.747087007644839,0.5747260020478142,1.579396067966421,1.2642969048782202,0.8472029451192238,1.2551824315684486,1.7257810436814935,39.9615,0.17266666666666666,0.7265,14.3055,0.4706666666666667,0.8115
14162,Carlos Correa,HOU,SS,SS,567,0.2825371406197795,0.6061853377008924,0.6737838374554338,-0.6771527423898211,0.9484527527311959,0.4426033033385924,0.39189035586402027,0.11796499945450412,0.3875675632170871,0.6799648132341309,152.53133333333332,0,0,21.114833333333333,5e-4,0.39816666666666667
14221,Jorge Soler,LAA,DH/OF,DH,504,0.5664078914523476,0.2659005064885568,0.5228494067270517,-0.739535833636983,-0.21768274604536164,-0.015174273021225064,0.0798064146350155,-0.18481390403228942,0.07306849580215422,0.3660802743983134,211.63116666666667,0,0,11.649666666666667,0.8408333333333333,1
14344,Matt Olson,ATL,1B,1B,686,1.8754915547784343,1.3309486823810412,1.845530805603225,-0.6457853801256568,1.2613987850823167,1.2781985455419989,1.1722228408254876,0.8181674695992619,1.1640433586180503,1.5629669102141852,46.4965,0.07166666666666667,0.6163333333333333,7.765,0.9291666666666667,0.9998333333333334
14551,Anthony Santander,TOR,OF,OF,56,-0.7982602098050421,-1.20137567834027,-1.0942799166188402,-0.7466286245574043,-0.42376727126929103,0.6260363642630857,-0.5977342925985463,-0.7408691510584299,-0.599220156919895,-0.45001767326663034,346.20883333333336,0,0,119.35833333333333,0,0
14712,Manuel Margot,NA,OF,OF,63,-0.9506037028270575,-1.1862514920837548,-1.1515241480254035,-0.6406068949107431,-0.053017804738007365,-0.3415891816227008,-0.7116489186643177,-0.8599658857027369,-0.7132057885450729,-0.5554219872323863,371.36766666666665,0,0,126.882,0,0
14813,Kyle Farmer,ATL,2B/SS,2B,28,-0.9988325380284104,-1.3167907256117841,-1.2445989313929235,-0.7497668676335307,-0.7015896152721065,-0.4677685708634541,-0.9058748744057871,-1.0547792075777782,-0.9076253242356589,-0.7532800525577467,413.321,0,0,65.3595,0,0
14854,Mike Yastrzemski,ATL,OF,OF,455,0.1762272287729769,0.21954476886558422,0.1318916678642856,-0.41769881708503653,-0.3020711096443899,-0.29916191681122306,-0.06817002429621899,-0.3223205128794309,-0.07356390609349732,0.19820171412070772,240.0615,0,0,85.17533333333333,0,0
14968,Victor Caratini,MIN,C,C,400,-0.07022555997175259,-0.10980941051936624,0.12471692055787956,-0.7215541076921388,0.34190486009173304,0.10318842608381672,-0.03667133795864342,-0.2684676012295178,-0.043566366053003874,0.2168204630973336,234.06166666666667,0,0,24.440166666666666,0.004,0.19166666666666668
15112,Ryan McMahon,NYY,3B,3B,490,0.2563566824676458,0.2735221627117482,0.32310299890260824,-0.42135643165064285,-0.22729541289748112,-0.18306019795002443,0.018049325496942593,-0.235297491172834,0.013790189956959374,0.2851454280425782,223.544,0,0,27.547666666666668,6.666666666666666e-4,0.07583333333333334
15161,Mitch Garver,SEA,C/DH,C,45,-0.9152899209968344,-1.2671278869993157,-1.1853863543030347,-0.7492354600992277,-0.8477186751785133,-0.5876925749193862,-0.9178667724558265,-1.056464125722991,-0.919946032403197,-0.7761345533581054,415.9248333333333,0,0,57.096,0,0
15172,Tim Anderson,NA,SS,SS,42,-1.0230411630600305,-1.280957680056651,-1.2591776865763773,-0.6615864626899668,-0.9328715659542435,-1.5512889556430873,-1.111215091280211,-1.238501752903857,-1.1133907207095555,-0.9799649381207158,452.35783333333336,0,0,38.837,0,0
15194,Jake Bauers,MIL,1B/OF,1B,315,-0.029063722403494398,-0.2162975706374686,-0.21922946511458935,0.1208274544553094,-0.09251846491463024,0.046826638515212654,-0.0450341937576999,-0.3065231038098261,-0.05242056262528757,0.23989732866550725,235.62466666666666,0,0,31.713833333333334,0,0.007
15223,Adam Frazier,LAA,2B/OF,2B,182,-0.8654086402691638,-0.8291942288143754,-0.9067037049659066,-0.4194017054073696,-0.5174306148040368,-1.0849870712820362,-0.7598307414369582,-0.9205361226164535,-0.7615639418059832,-0.5942713789928868,381.9211666666667,0,0,57.141,0,0
15271,Austin Wynns,ATH,C,C,166,-0.6922126180306514,-0.8912850443017062,-0.7239343960479525,-0.7436838426990156,-0.2938952281135696,-0.021657383199386895,-0.5468847336672997,-0.7664640281064263,-0.5504987117156463,-0.3229585546210053,335.43416666666667,0,0,42.224833333333336,0,0
15274,Mike Tauchman,NYM,OF,OF,70,-0.9067052628218762,-1.1397196510591094,-1.1154826861641869,-0.7346078416366177,0.5253221941069648,-0.1687781585611594,-0.5770617936271623,-0.7357327939767332,-0.5792881115739806,-0.41151625373781786,341.718,0,0,118.0465,0,0
15362,Jeff McNeil,ATH,2B/OF,2B,581,-0.2963792743658787,0.44774836758700864,0.23374023274417943,-0.3894948168214518,0.029776747786094557,-0.6694813341013144,-0.08968221632555885,-0.3308830121126991,-0.09692428570298567,0.1689642404798648,244.167,0,0,31.571833333333334,3.333333333333333e-4,0.013166666666666667
15429,Kris Bryant,COL,3B/OF,3B,91,-0.9010811117899673,-1.1035341904319957,-1.0851819633369097,-0.7400422731067977,-0.01807709102674718,-0.6568441679579244,-0.7386122613475657,-0.8946331491090798,-0.7407909533428252,-0.5782597936981287,377.25333333333333,0,0,48.29983333333333,0,0
15491,J.P. Crawford,SEA,SS,SS,637,-0.0020065472206963536,0.9002250509004797,0.5018008485259613,-0.2649132193179375,0.6756064312610894,-0.2711699226005509,0.2735277600335088,0.0022680942227230683,0.2666319299596927,0.5669625562270496,174.7075,0,0,22.756333333333334,6.666666666666666e-4,0.17716666666666667
15518,Amed Rosario,NYY,SS,SS,231,-0.6869029536521298,-0.5760921903690652,-0.6202304683828525,-0.328417663240571,0.20994069318684752,-0.031181503354419188,-0.3272109850391984,-0.5156012645923317,-0.3308889246203074,-0.13422146646566843,289.7961666666667,0,0,28.748666666666665,0,0
15640,Aaron Judge,NYY,OF,OF,644,4.553782036997767,2.353700468181274,2.693762098671,0.19069648001612136,3.1651407394187645,3.7584070485339156,2.8096539261673565,2.29072929820503,2.794221272004478,3.374208727585457,1.6455,1,1,1.0518333333333334,1,1
15653,Dominic Smith,ATL,1B/OF,1B,7,-1.0321543879865018,-1.381612906158276,-1.3173822539187268,-0.7513331241972495,-0.16200682061998883,-0.5064120302507419,-0.8540591397749525,-0.9859502961172526,-0.8558642377618337,-0.7178565211099255,402.37166666666667,0,0,48.14383333333333,0,0
15674,Reese McGuire,MIL,C,C,13,-1.029119058602574,-1.3669186649024674,-1.303276408003567,-0.75035802046342015,-0.8130053740405346,-0.9354946821825711,-1.027706448408276,-1.1699678849125004,-1.029747444046102,-0.8822855997729173,437.81966666666665,0,0,62.0335,0,0
15679,Rowdy Tellez,NA,1B,1B,280,-0.12475004641433991,-0.510527662889415,-0.21957599362613006,-0.7354893386009712,-0.5507967190574217,0.06345001806301678,-0.3314309492576455,-0.5427031123345576,-0.3341876755056894,-0.11180161099232325,290.7696666666667,0,0,37.31066666666667,0,0
15711,Tyler O'Neill,BAL,OF,OF,392,0.4474987845549038,0.14874828045893757,0.18269948776383838,-0.12892091266381284,-0.26469873876857497,0.38041652131042386,0.1431421704905763,-0.14045132794978626,0.14048451440303528,0.44231067185386,199.47916666666666,0,0,71.73016666666666,0,0
