playerid,PlayerName,role,ERA,K9,WHIP,Ks,IP_atc,z_ERA,z_K9,z_WHIP,z_IP,composite
20302,David Peterson,SP,4.2663248247634815,8.369831860976081,1.3162270454633402,149.15226372522955,160.382,0.0027428163351762586,0.04414315959452851,-0.20561617561323264,1.167283256243561,0.2521382641400083
20492,Casey Mize,SP,4.180763219666202,7.713741131674631,1.2526698013415922,129.28915802565052,150.848,0.10823795753093238,-0.4669669849441636,0.22730965895625904,0.9802949065880994,0.21221888453278182
20531,Kutter Crawford,SP,3.8006127054583096,9.048062483471229,1.1799923221550366,77.27336909564453,76.8629,0.5769532431593951,0.5725008028478425,0.722358787753839,-0.47075939885497936,0.35026335872652425
20548,Bowden Francis,SP,5.407434441838112,7.339682062137902,1.4845401426935436,32.70464464461154,40.1028,-1.4042144285208047,-0.7583678180278506,-1.3520958427898047,-1.1917275583021938,-1.1766014119101635
20629,Tyler Phillips,SP,5.146687245030439,7.036082415049581,1.4085018640848208,54.39689129507032,69.5802,-1.0827201985756274,-0.9948791000427978,-0.8341543291072652,-0.613593472070401,-0.8813367749490228
20633,Yusei Kikuchi,SP,4.051407738857264,10.130873913816215,1.2606921539628138,190.32197430292268,169.077,0.26772976109011865,1.416036432837654,0.17266468887070652,1.337816474227014,0.7985618392563734
20778,Cristopher Sánchez,SP,3.0956711426592194,8.968681602643295,1.0493879479418817,184.94318332810738,185.589,1.4461270930152328,0.5106612253906638,1.6119821263043022,1.6616628796718416,1.3076083310955102
21052,Luis Gil,SP,3.7490911200661436,9.312019646296644,1.3011909192526447,101.07586871433749,97.6891,0.6404779622129486,0.7781296551063753,-0.10319626143337714,-0.06229949035963855,0.313277966381577
21212,J.P. France,SP,4.81983172436621,6.975755706253435,1.401267841353677,18.09650545316266,23.3478,-0.6797161962093645,-1.0418750283120035,-0.7848791383489001,-1.5203398719666852,-1.0067025587092384
21224,Bailey Ober,SP,4.201226026133769,8.265403094024991,1.2247468261465222,130.50520458592527,142.104,0.08300787149990223,-0.03720931162114865,0.4175094938772392,0.8088006618443027,0.31802717890007387
21390,Joe Ryan,SP,3.3034945103800286,10.213113017285929,1.0596156940381158,194.31809263788784,171.237,1.1898865106119756,1.480102633111344,1.5423149219491987,1.38018010284625,1.3981210421296921
21446,Ryan Feltner,SP,4.442528197256857,7.951085529492933,1.319454661743107,101.23057059966085,114.585,-0.21451116854767868,-0.2820701039845425,-0.22760137165023347,0.2690762655606171,-0.11377659465545938
