Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Pierce Johnson","CIN",3.4583,3.65864,0,4.18608,58.0877,0,1.1168,10.6743,2.78276,59.3071,252.249,54.4705,29.9836,27.5849,8.68192,23.0748,1.39093,2.11996,64.0907,9.72592,3.50166,2.77752,1.3175,0.254077,0.0914763,0.16260090470314026,0.239901,1.30752,0.296786,0.727347,,,4.15133,0.283448,0.26131,999,1.57762,0.770799,0.536234,1.57762,-0.770799,4.28502,287.5,4.872881355932203,280,4.745762711864407,,,,,,,,,,,,,,,,,,,"Pierce Johnson","13435",572955
"Brenan Hanifee","DET",2.09402,2.26281,0,3.91228,49.9679,0.0867677,0.0279467,8.59788,0.988769,55.4345,235.687,56.5854,26.1927,24.0972,5.32989,15.5362,1.13703,2.25068,41.0988,6.67255,2.52236,2.64536,0.865327,0.174379,0.0659189,0.10846012085676193,0.259685,1.30102,0.298916,0.710317,,,3.86485,0.282684,0.2487,999,1.30021,-0.553749,0.908019,1.30021,0.553749,3.78931,261.3,4.750909090909091,274,4.9818181818181815,,,,,,,,,,,,,,,,,,,"Brenan Hanifee","22304",669724
"Jonathan Cannon","CHW",3.95515,6.91128,4.1626,4.93488,32.5879,13.1651,0.0256944,0.739324,0,95.4216,415.169,99.5827,56.8713,52.3216,15.3623,33.4984,1.00633,4.41082,71.8279,6.77468,3.15951,2.14422,1.44894,0.173009,0.0806861,0.09232281148433685,0.263963,1.39466,0.290346,0.683043,,,4.91441,0.280769,-0.00640193,999,2.44799,-0.222811,0.574289,2.44799,0.222811,4.23428,295.5,3.110526315789474,317,3.336842105263158,,,,,,,,,,,,,,,,,,,"Jonathan Cannon","31730",686563
"Anthony Bender","MIA",3.03544,3.01612,0,3.88705,62.5141,0,1.47683,14.8573,3.58266,63.2033,268.73,57.7196,29.6708,27.2972,6.52409,23.8152,1.56123,3.27346,58.959,8.39562,3.39124,2.47568,0.929016,0.219399,0.0886215,0.13077715784311295,0.238865,1.29004,0.290623,0.716343,,,3.89714,0.280196,0.374349,999,1.24603,-0.939483,0.717087,1.24603,0.939483,4.04388,331.3,5.258730158730159,326,5.174603174603175,,,,,,,,,,,,,,,,,,,"Anthony Bender","19742",669622
"Coleman Crow","MIL",1.4997,1.38164,1.02893,3.79994,15.4829,2.03202,0,0.762057,0,23.9756,99.6966,21.3006,11.0031,10.1229,2.86683,7.45545,0.447637,1.17151,24.1419,9.06243,2.79864,3.23816,1.07616,0.242154,0.0747814,0.1673726886510849,0.233894,1.19939,0.287754,0.717508,,,3.75518,0.279197,0.266846,999,1.36881,-0.0756577,1.24243,1.36881,0.0756577,3.34343,114.10000000000002,4.754166666666667,109,4.541666666666667,,,,,,,,,,,,,,,,,,,"Coleman Crow","sa3015142",689441
"Dietrich Enns","BAL",2.55344,2.26401,0.358772,4.1793,46.6143,0.490628,0.416369,8.24808,0,58.7659,251.231,58.6396,29.6619,27.2889,7.85143,19.3195,2.35682,2.26318,54.2511,8.30856,2.95879,2.8081,1.20245,0.215941,0.0768994,0.1390417218208313,0.255345,1.3266,0.30313,0.721208,,,4.12745,0.272102,-0.00355332,999,2.18115,0.0792598,0.662922,2.18115,-0.0792598,4.1161,261.80000000000007,4.437288135593222,268,4.5423728813559325,,,,,,,,,,,,,,,,,,,"Dietrich Enns","13932",608650
"Victor Vodnik","COL",3.64042,3.51343,0,4.37386,60.5509,0,16.2707,6.1435,4.15673,64.6559,285.846,64.0039,34.1541,31.4217,6.834,31.4925,1.55556,2.19589,61.9777,8.6272,4.38371,1.96801,0.951283,0.216822,0.110173,0.1066492348909378,0.253825,1.47699,0.311815,0.713874,,,4.15518,0.267031,0.452601,386.42999267578125,2.55241,-1.74841,1.38023,2.55241,1.74841,3.1597,357.5,5.5,363,5.584615384615384,,,,,,,,,,,,,,,,,,,"Victor Vodnik","24614",680767
"Mason Montgomery","PIT",2.21909,2.3916,0,4.00633,58.4276,0,1.92357,9.90203,1.8267,60.9618,262.979,56.1889,29.4968,27.137,6.88113,26.871,0.84267,2.52057,65.0628,9.60544,3.96705,2.42131,1.01588,0.247407,0.102179,0.1452276110649109,0.240547,1.36249,0.30504,0.729481,,,3.91437,0.266684,0.382988,999,4.16394,-0.89086,0.702148,4.16394,0.89086,4.0638,309.70000000000005,5.07704918032787,304,4.983606557377049,,,,,,,,,,,,,,,,,,,"Mason Montgomery","29770",682254
"Ryan Gusto","MIA",3.05735,3.23977,1.04604,4.66382,31.5006,4.02872,0,1.03168,0,51.77,222.731,52.1232,29.1602,26.8273,7.63706,17.8803,0.369676,2.07725,45.2796,7.87167,3.10841,2.53238,1.32767,0.203292,0.0802772,0.12301531434059143,0.257051,1.3522,0.296857,0.688623,,,4.46013,0.266171,0.101265,999,2.28617,-0.540515,0.5939,2.28617,0.540515,4.20813,185.2,3.5615384615384613,190,3.6538461538461537,,,,,,,,,,,,,,,,,,,"Ryan Gusto","26440",687473
"Jordan Leasure","CHW",3.36395,4.55619,0,4.08499,63.4348,0.11166,6.28172,15.0446,4.71016,64.3178,271.433,53.9114,31.7316,29.1931,9.64586,27.3007,1.20127,2.45447,71.9566,10.0689,3.82019,2.6357,1.34975,0.265099,0.10058,0.16451910138130188,0.223072,1.26267,0.27653,0.730793,,,4.23512,0.265349,0.147413,417.760009765625,2.67681,-1.48748,0.714045,2.67681,1.48748,4.04794,357.20000000000005,5.581250000000001,337,5.265625,,,,,,,,,,,,,,,,,,,"Jordan Leasure","29950",673929
"Justin Lawrence","PIT",2.63614,2.89029,0,4.04625,54.5909,0,0.748909,11.2166,3.94953,58.5631,255.32,53.391,28.6185,26.329,5.39884,27.1692,2.45509,4.34158,56.8035,8.72959,4.17538,2.09073,0.829696,0.222479,0.106412,0.11606704443693161,0.238555,1.37561,0.296968,0.711513,,,4.00788,0.263772,0.275093,999,2.06972,-1.23148,0.663829,2.06972,1.23148,4.11489,307.3,5.208474576271187,300,5.084745762711864,,,,,,,,,,,,,,,,,,,"Justin Lawrence","17639",664875
"Drew Thorpe","CHW",3.01359,3.82601,3.36516,4.77878,10.0557,10.0473,0,0,0,53.5678,229.999,52.8315,30.9165,28.4432,8.47606,19.7266,0.337449,1.55878,40.1681,6.74869,3.3143,2.03624,1.42407,0.174644,0.0857682,0.08887612074613571,0.253129,1.35451,0.277101,0.686118,,,4.88449,0.257565,0.266748,999,2.18937,0.0617574,0.618498,2.18937,-0.0617574,4.17534,177.40000000000003,3.2851851851851857,180,3.3333333333333335,,,,,,,,,,,,,,,,,,,"Drew Thorpe","31967",689672
"Ian Hamilton","ATL",1.64192,1.51423,0,3.90905,45.8181,0.106417,0.0674736,4.9825,0.141082,49.0457,210.949,44.345,23.1548,21.3024,5.11406,21.6354,0.900965,2.24501,50.4128,9.25087,3.97015,2.3301,0.938442,0.238982,0.102563,0.13641901314258575,0.237053,1.34529,0.298241,0.72807,,,3.89562,0.25494,0.304603,999,1.78002,-1.51134,0.873487,1.78002,1.51134,3.83535,234.70000000000002,4.789795918367347,228,4.653061224489796,,,,,,,,,,,,,,,,,,,"Ian Hamilton","19261",641656
"Hunter Gaddis","CLE",3.10427,2.8154,0.119653,3.80515,63.0068,0.163628,4.48705,19.2836,2.3313,66.8769,277.843,59.3961,30.7339,28.2752,9.24142,20.456,1.27245,3.37901,64.6711,8.70316,2.75288,3.16147,1.24367,0.232761,0.0736244,0.15913702547550201,0.233836,1.19402,0.27849,0.734048,,,4.06672,0.253698,0.32611,999,1.62745,0.274,0.856209,1.62745,-0.274,3.85839,388.69999999999993,5.801492537313432,375,5.597014925373134,,,,,,,,,,,,,,,,,,,"Hunter Gaddis","25636",683769
"Javier Assad","CHC",3.44934,2.84562,1.61084,4.06068,40.108,3.58885,0,3.37419,0,62.2333,266.544,59.3872,30.5204,28.0788,7.33199,22.8991,0.636445,3.15894,51.6261,7.46602,3.3116,2.2545,1.06033,0.193687,0.0859111,0.1077757328748703,0.246947,1.32222,0.286761,0.718755,,,4.26376,0.252933,0.364235,999,0.925939,-0.190201,0.633907,0.925939,0.190201,4.15479,257.29999999999995,4.1499999999999995,257,4.145161290322581,,,,,,,,,,,,,,,,,,,"Javier Assad","21741",665871
"Joe Jiménez","ATL",1.34651,1.42179,0,3.80085,30.7823,0,0.0155014,2.40246,1.19222,32.014,132.757,27.2291,14.6957,13.5201,3.8703,10.8,0.463537,1.5674,36.0177,10.1256,3.03616,3.33498,1.08804,0.271305,0.0813513,0.18995385617017746,0.226174,1.18789,0.290164,0.715513,,,3.61557,0.252488,0.200989,999,2.47197,2.27143,1.17139,2.47197,-2.27143,3.43814,158.40000000000003,4.950000000000001,149,4.65625,,,,,,,,,,,,,,,,,,,"Joe Jimenez","15761",641729
"Luis García","NYM",2.62886,1.95287,0,3.94472,48.1252,0,0.0528455,9.37488,1.76811,49.8027,213.004,47.3326,23.7268,21.8287,4.86734,18.4905,1.70307,2.25506,44.5869,8.05744,3.34147,2.41135,0.879592,0.209324,0.0868081,0.12251617014408112,0.246193,1.32168,0.297367,0.71339,,,3.86478,0.252457,0.21767,999,1.93022,-0.77103,0.828316,1.93022,0.77103,3.89558,252.3,5.046,251,5.02,,,,,,,,,,,,,,,,,,,"Luis Garcia","6984",472610
"Quinn Mathews","STL",1.98744,2.85325,3.4424,4.42534,7.98313,7.98313,0,0,0,41.9541,188.344,39.1108,22.4229,20.629,4.6942,25.2155,0.163188,1.9314,36.94,7.92437,5.40923,1.46497,1.007,0.19613,0.13388,0.06225031614303589,0.242627,1.53325,0.287853,0.725545,,,4.76991,0.251503,0.41526,999,3.13258,-1.56507,0.764269,3.13258,1.56507,3.98098,140.9,3.354761904761905,138,3.2857142857142856,,,,,,,,,,,,,,,,,,,"Quinn Mathews","sa3023407",687273
"Mason Englert","TBR",2.3487,2.02941,0,4.21424,53.662,0.10411,0.25431,8.33944,0.835396,63.2802,266.955,61.7503,32.2075,29.6309,8.77394,18.5111,1.09258,2.54786,57.4303,8.16801,2.63273,3.10248,1.24787,0.215131,0.0693417,0.14578979462385178,0.251124,1.26835,0.294819,0.706905,,,4.12087,0.250983,0.0939739,999,1.45075,-0.577075,0.6977,1.45075,0.577075,4.06973,274.30000000000007,4.353968253968255,278,4.412698412698413,,,,,,,,,,,,,,,,,,,"Mason Englert","22288",669438
"Taijuan Walker","PHI",5.27209,6.744,4.76819,5.07328,37.2124,16.1309,0.0233563,1.3665,0.85505,110.198,482.826,116.827,67.5201,62.1185,18.2566,40.7856,0.577714,4.53626,76.6091,6.25675,3.33101,1.87834,1.49104,0.158668,0.0844728,0.0741954892873764,0.267031,1.43027,0.287682,0.682244,,,5.1323,0.250905,0.000805512,999,1.80918,-0.873779,1.00509,1.80918,0.873779,3.65988,308.40000000000003,2.803636363636364,336,3.0545454545454547,,,,,,,,,,,,,,,,,,,"Taijuan Walker","11836",592836
"Jason Foley","SFG",1.2445,1.1635,0,3.59911,26.6295,0,0.412456,1.14084,1.09233,27.3398,114.665,26.4773,11.8839,10.9332,2.45151,7.57236,0.680579,1.05599,22.6027,7.44057,2.49274,2.98489,0.807013,0.19712,0.0660392,0.13108070194721222,0.249701,1.24542,0.296681,0.723955,,,3.59415,0.248049,0.216356,999,1.62728,-1.0927,1.27769,1.62728,1.0927,3.29642,130.60000000000002,4.837037037037038,132,4.888888888888889,,,,,,,,,,,,,,,,,,,"Jason Foley","19531",671345
"Mitch Bratt","ARI",1.17003,1.24157,1.47156,4.35489,4.82692,4.57276,0,0,0,24.5908,104.248,25.4363,12.9336,11.8989,3.59094,6.4062,0.183922,0.84597,20.6129,7.54412,2.34461,3.21765,1.31425,0.19773,0.0614517,0.13627826049923897,0.262242,1.2949,0.300108,0.705156,,,4.24176,0.245558,0.283861,999,1.69237,-1.4493,1.18293,1.69237,1.4493,3.42276,91.80000000000001,3.6720000000000006,94,3.76,,,,,,,,,,,,,,,,,,,"Mitch Bratt","sa3017719",683352
"Jordan Romano","LAA",2.27255,3.23092,0,4.41873,53.6399,0,3.93076,8.54904,2.70821,53.5957,227.954,48.9669,28.6021,26.3139,7.96705,20.2415,1.51005,2.79185,56.4044,9.47164,3.39903,2.78658,1.33786,0.247438,0.0887963,0.15864135324954987,0.238955,1.2913,0.291712,0.699451,,,4.25207,0.244133,-0.0860429,999,4.08239,-2.22331,0.786431,4.08239,2.22331,3.95143,272.80000000000007,5.051851851851853,265,4.907407407407407,,,,,,,,,,,,,,,,,,,"Jordan Romano","16122",605447
"Kyle Hurt","LAD",1.30918,1.34986,1.05168,4.18168,14.0938,3.64091,0,1.11503,0,30.322,130.408,27.4467,15.3136,14.0885,3.96635,13.3538,0.342082,1.37036,30.5655,9.07228,3.96361,2.28889,1.17727,0.234384,0.102401,0.13198325783014297,0.237257,1.34558,0.289339,0.723081,,,4.27636,0.242191,0.269101,999,2.12781,-0.90406,1.05812,2.12781,0.90406,3.58917,126.60000000000001,4.220000000000001,122,4.066666666666666,,,,,,,,,,,,,,,,,,,"Kyle Hurt","27514",669165
"Josh White","MIA",2.66942,2.45068,0,3.99298,41.8509,0,0,3.90675,0,44.6877,189.831,39.8122,21.5504,19.8263,5.32567,18.1496,1.1207,1.82759,47.1356,9.49299,3.65529,2.59705,1.07258,0.248303,0.0956096,0.1526937186717987,0.234391,1.29704,0.293772,0.720935,,,3.91598,0.241866,0.209828,999,0.484213,0.753779,0.82724,0.484213,-0.753779,3.89701,217.5,4.833333333333333,210,4.666666666666667,,,,,,,,,,,,,,,,,,,"Josh White","sa3019953",687985
"Clayton Beeter","WSN",2.32798,2.85166,0,3.94584,59.2015,0,12.2576,9.86435,4.04237,63.1124,271.468,51.9613,30.0763,27.6702,7.07154,33.1002,0.906942,2.6489,71.4805,10.1933,4.72018,2.15952,1.00842,0.263311,0.121931,0.14138060063123703,0.220438,1.34778,0.285619,0.731562,,,4.02587,0.240642,0.332938,307.95001220703125,3.33679,-0.50607,1.12492,3.33679,0.50607,3.5001,378.90000000000003,6.014285714285715,358,5.682539682539683,,,,,,,,,,,,,,,,,,,"Clayton Beeter","27494",690925
"River Ryan","LAD",1.61276,1.71126,1.42769,4.47284,10.9464,5.70415,0,0.489241,0,34.8924,150.885,33.9274,18.8488,17.3409,4.76886,13.7843,0.331659,1.63619,29.2735,7.5507,3.55547,2.12368,1.23006,0.194012,0.0913567,0.1026558056473732,0.250453,1.3674,0.287498,0.703368,,,4.55979,0.238196,0.228609,999,2.13777,0.207486,0.959175,2.13777,-0.207486,3.7211,119.1,3.4028571428571426,120,3.4285714285714284,,,,,,,,,,,,,,,,,,,"River Ryan","29514",689981
"Josh Sborz","TEX",1.76446,2.22658,0,4.17711,39.7967,0,0.0241016,5.01148,1.51961,41.4885,176.275,37.9371,20.9302,19.2558,5.00373,16.1885,0.662485,1.41742,42.1878,9.1517,3.51174,2.60603,1.08545,0.23933,0.0918371,0.14749294519424438,0.239096,1.30459,0.295427,0.704481,,,3.94237,0.233893,-0.0175684,999,1.77158,-1.33808,0.909179,1.77158,1.33808,3.78776,196.10000000000002,4.782926829268293,193,4.7073170731707314,,,,,,,,,,,,,,,,,,,"Josh Sborz","18323",622250
"Keaton Winn","SFG",1.23725,1.68954,0.433138,4.13366,21.0368,1.47538,0,0.853241,0,30.094,128.056,29.8442,15.024,13.8221,3.38341,9.1894,0.376087,1.44876,26.4469,7.90927,2.74821,2.87798,1.01185,0.206526,0.0717607,0.13476496934890747,0.254171,1.29706,0.302107,0.700054,,,3.89958,0.230816,0.1291,999,2.05174,-0.834393,1.13271,2.05174,0.834393,3.48971,133.1,4.4366666666666665,137,4.566666666666666,,,,,,,,,,,,,,,,,,,"Keaton Winn","23499",676775
"Josiah Gray","WSN",4.58212,8.06378,5.8411,5.37839,19.245,19.245,0,0,0,107.787,472.707,108.529,70.0144,64.4132,19.1922,45.5727,0.938048,4.94614,92.3211,7.70865,3.80523,2.0258,1.60252,0.195303,0.0964077,0.09889508038759232,0.257063,1.42969,0.287557,0.660895,,,5.14293,0.229516,-0.149037,999,8.24741,-1.8484,1.22324,8.24741,1.8484,3.36901,313.1,2.899074074074074,324,3,,,,,,,,,,,,,,,,,,,"Josiah Gray","24580",680686
"Ben Joyce","LAA",1.52556,0.992021,0,3.65876,31.3937,0,3.76773,5.22386,3.65836,33.1742,140.429,27.5211,14.659,13.4863,3.40659,14.2945,0.261582,2.07693,36.3863,9.87144,3.87803,2.54548,0.924191,0.259108,0.101791,0.15731630474328995,0.221841,1.26049,0.286175,0.733044,,,3.75692,0.22937,0.225595,731.760009765625,2.18906,-0.691502,1.18444,2.18906,0.691502,3.42075,198.50000000000006,6.0151515151515165,190,5.757575757575758,,,,,,,,,,,,,,,,,,,"Ben Joyce","31461",690829
"Andrew Chafin",,1.52091,1.78421,0,3.97528,42.5061,0,0.269282,1.85322,1.77754,42.5232,183.308,37.6161,20.4156,18.7824,4.59416,20.579,0.69993,1.37038,44.9538,9.51445,4.35552,2.18446,0.972352,0.245237,0.112264,0.13297224789857864,0.233121,1.36855,0.295338,0.72985,,,3.97384,0.228391,0.252964,999,1.72673,-1.28476,0.913239,1.72673,1.28476,3.78235,189.89999999999998,4.416279069767441,182,4.232558139534884,,,,,,,,,,,,,,,,,,,"Andrew Chafin","12988",605177
"Tyler Alexander","TEX",3.45441,3.83604,0.366171,4.64333,49.8576,2.27535,0.0248897,5.18374,0.946195,68.77,290.686,70.107,38.5654,35.4802,10.672,18.1974,1.80346,2.26054,56.6132,7.40903,2.38152,3.11105,1.39666,0.194757,0.0626018,0.1321556642651558,0.259437,1.28405,0.292866,0.677979,,,4.39853,0.226254,-0.289578,999,1.78724,0.2418,0.502467,1.78724,-0.2418,4.33004,267.3,3.873913043478261,276,4,,,,,,,,,,,,,,,,,,,"Tyler Alexander","17735",641302
"Félix Bautista","BAL",0.962479,0.717594,0,3.20987,13.6138,0,0.0844018,0.603675,0.883349,14.11,58.0464,9.95612,5.46997,5.03237,1.37391,6.62244,0.21182,0.407737,19.4059,12.378,4.22409,2.93032,0.87634,0.334317,0.114089,0.22022820264101028,0.195156,1.17495,0.283837,0.758002,,,3.14503,0.223912,0.223127,999,0.718986,-0.520021,1.37464,0.718986,0.520021,3.16714,86.30000000000003,6.164285714285716,78,5.571428571428571,,,,,,,,,,,,,,,,,,,"Felix Bautista","20666",642585
"Evan Phillips","LAD",0.97404,0.629132,0,3.39235,20.8946,0,0.744371,1.95689,0.865843,21.4513,87.9713,18.0419,8.78871,8.08561,2.19361,6.68338,0.33955,0.82265,22.9308,9.6207,2.80404,3.43101,0.92034,0.260662,0.0759722,0.18468952178955078,0.22422,1.15262,0.286376,0.735957,,,3.37631,0.221351,0.202725,999,0.706344,1.91427,1.36666,0.706344,-1.91427,3.17778,119.00000000000001,5.666666666666667,114,5.428571428571429,,,,,,,,,,,,,,,,,,,"Evan Phillips","17734",623465
"JT Brubaker","SFG",1.85332,1.94867,0.346561,4.26294,39.6907,0.784324,0,3.10686,0,48.573,208.44,46.6067,25.0077,23.0071,5.85808,17.9549,0.899209,2.53132,41.5045,7.6903,3.32682,2.31161,1.08543,0.19912,0.0861391,0.11298052966594696,0.247968,1.32916,0.289837,0.701804,,,4.25931,0.220035,0.117421,999,1.68454,-0.504793,0.834132,1.68454,0.504793,3.88782,199.60000000000002,4.073469387755103,200,4.081632653061225,,,,,,,,,,,,,,,,,,,"JT Brubaker","17578",664141
"Colin Selby","BAL",2.35198,2.83893,0,3.98903,57.3896,0,0.281524,7.53455,1.7541,61.5589,262.736,55.3483,29.657,27.2845,6.99764,25.2977,1.05816,2.9537,62.0543,9.07243,3.69855,2.45297,1.02307,0.236185,0.0962855,0.1398996040225029,0.236042,1.31006,0.292268,0.719682,,,3.9736,0.21982,0.155871,999,1.4161,-0.338241,0.696095,1.4161,0.338241,4.07187,301.69999999999993,4.866129032258064,291,4.693548387096774,,,,,,,,,,,,,,,,,,,"Colin Selby","24986",681882
"Pierson Ohl","COL",1.98198,2.90788,0.925633,4.73833,28.9061,3.33341,0,2.44285,0.454571,48.346,206.21,53.2201,27.6666,25.4533,7.97206,11.1813,0.357429,1.12201,37.6409,7.00715,2.08149,3.36641,1.48406,0.182536,0.0542229,0.12831354513764381,0.274462,1.33209,0.305124,0.689978,,,4.48509,0.218888,0.250506,999,2.78189,-1.97065,0.767475,2.78189,1.97065,3.9767,167.00000000000006,3.479166666666668,184,3.8333333333333335,,,,,,,,,,,,,,,,,,,"Pierson Ohl","30179",701487
"Ryan Thompson","ARI",3.60473,2.53797,0,3.9779,61.3661,0,5.90845,15.437,5.03134,63.2282,268.126,62.369,30.3762,27.9461,6.32547,18.9286,1.72346,2.8343,51.8254,7.3769,2.69432,2.73794,0.900377,0.193287,0.0705958,0.12269160151481628,0.253159,1.28578,0.297768,0.702927,,,3.82896,0.218887,0.363611,999,2.63547,-1.1244,0.835277,2.63547,1.1244,3.8863,359.2000000000001,5.7015873015873035,365,5.7936507936507935,,,,,,,,,,,,,,,,,,,"Ryan Thompson","16647",657044
"Carson Whisenhunt","SFG",1.66897,1.71275,1.17242,4.34272,11.5737,3.69348,0,0.680989,0,27.3365,117.63,26.9953,14.3375,13.1905,3.63693,9.99455,0.285286,1.09139,22.1022,7.27671,3.29051,2.21142,1.19739,0.187895,0.0849657,0.10292951762676239,0.253371,1.35313,0.28907,0.710145,,,4.46426,0.21815,0.204024,999,1.50504,-0.564261,1.08804,1.50504,0.564261,3.54928,95.40000000000002,3.533333333333334,98,3.6296296296296298,,,,,,,,,,,,,,,,,,,"Carson Whisenhunt","31676",687931
"DJ Herz","WSN",1.34821,1.65372,0.589867,4.01753,18.484,1.76219,0.218164,1.08535,0,28.1848,120.736,23.8947,13.6755,12.5815,3.4702,13.7359,0.311458,1.0882,31.6091,10.0934,4.38616,2.3012,1.10811,0.261802,0.113767,0.14803460985422134,0.225609,1.33514,0.288347,0.730955,,,4.07063,0.21334,0.187685,999,1.46915,-0.633659,1.08926,1.46915,0.633659,3.54765,130.90000000000003,4.675000000000002,124,4.428571428571429,,,,,,,,,,,,,,,,,,,"DJ Herz","26389",687792
"Spencer Bivens","SFG",2.79519,2.75696,0,4.14908,60.5752,0.069841,1.93826,7.54944,0,70.7358,303.584,71.7538,35.4455,32.6098,7.90604,22.3057,1.36222,3.68345,53.3307,6.78547,2.83804,2.3909,1.00592,0.17567,0.0734744,0.10219571739435196,0.258484,1.32973,0.295102,0.706269,,,4.18248,0.213223,0.21474,999,1.00123,-0.483642,0.656199,1.00123,0.483642,4.12507,309.8,4.363380281690141,321,4.52112676056338,,,,,,,,,,,,,,,,,,,"Spencer Bivens","30226",702352
"Nick Mears","KCR",2.79168,3.34767,0,4.20844,58.3517,0,0.0709197,11.3728,3.07154,59.7869,254.113,55.1344,30.3876,27.9566,7.37731,22.7683,1.09744,2.23075,57.6319,8.6756,3.42742,2.53124,1.11054,0.226796,0.089599,0.13719720393419266,0.240642,1.30301,0.291016,0.703152,,,4.06575,0.212775,0.138199,999,1.66364,0.268763,0.619678,1.66364,-0.268763,4.17376,299.9,4.998333333333333,294,4.9,,,,,,,,,,,,,,,,,,,"Nick Mears","25376",683232
"Ryan Fernandez","STL",2.31596,2.3836,0,4.17773,44.1558,0,0.200956,3.28244,0.949045,46.8512,201.746,42.2762,23.6391,21.748,5.06891,21.5546,1.71699,1.57785,47.3253,9.09107,4.14059,2.1956,0.973725,0.234579,0.10684,0.1277383267879486,0.236692,1.36242,0.294784,0.70842,,,4.00262,0.211915,0.0571302,999,3.35563,-1.7929,0.75669,3.35563,1.7929,3.99108,211.10000000000002,4.491489361702128,204,4.340425531914893,,,,,,,,,,,,,,,,,,,"Ryan Fernandez","24862",681676
"Isaac Mattson","PIT",3.36607,3.55744,0,4.19855,59.3859,0,2.05668,15.2271,3.373,64.8789,278.377,57.8717,32.8982,30.2664,7.81812,28.2867,1.52005,3.42115,61.1697,8.48545,3.92393,2.16249,1.08453,0.219737,0.101613,0.11812373250722885,0.234612,1.32799,0.281704,0.708124,,,4.28219,0.211015,0.197957,999,2.11939,0.906431,0.556426,2.11939,-0.906431,4.2581,330.8,5.0892307692307694,320,4.923076923076923,,,,,,,,,,,,,,,,,,,"Isaac Mattson","20385",676755
"Brock Burke","CIN",3.12938,2.16853,0,4.21024,61.2723,0.103343,0.732583,10.4919,2.52777,62.6371,266.199,60.8372,31.8499,29.3019,8.67683,20.7032,2.31966,2.38447,57.1128,8.20624,2.97473,2.75865,1.24673,0.21455,0.0777733,0.13677619397640228,0.250244,1.30179,0.294157,0.716075,,,4.21814,0.209364,0.282326,999,1.65342,-0.973041,0.596292,1.65342,0.973041,4.20494,286.9000000000001,4.5539682539682556,288,4.571428571428571,,,,,,,,,,,,,,,,,,,"Brock Burke","17968",656271
"Joey Wentz","ATL",2.50958,3.16744,1.27092,4.65921,28.0676,4.07421,0.00193789,0.921843,0.284811,48.53,211.372,48.3464,27.3081,25.1235,6.51274,20.5111,1.01262,1.29277,46.7072,8.66197,3.80383,2.27717,1.2078,0.220971,0.0970377,0.12393344938755035,0.255034,1.41887,0.306814,0.695507,,,4.30272,0.208646,0.123151,999,2.97655,-0.490919,0.588707,2.97655,0.490919,4.21506,183.7,3.7489795918367346,186,3.795918367346939,,,,,,,,,,,,,,,,,,,"Joey Wentz","19962",666214
"McCade Brown","COL",2.24817,4.05425,2.85217,5.39234,11.2465,11.0568,0,0.0953576,0,54.8589,243.993,56.0374,35.7268,32.8686,9.68385,24.4677,0.302818,3.84828,48.7951,8.00519,4.01411,1.99427,1.58871,0.199986,0.10028,0.09970542043447495,0.259821,1.46749,0.294874,0.668855,,,5.19948,0.207086,0.295445,999,2.14109,-1.64295,0.505329,2.14109,1.64295,4.32623,152.4,2.770909090909091,159,2.890909090909091,,,,,,,,,,,,,,,,,,,"McCade Brown","30004",685326
"Huascar Brazobán","NYM",2.38149,2.13157,0,4.04874,51.2134,0.190572,0.203577,9.20341,3.96913,56.0832,241.141,50.392,27.4234,25.2296,6.04032,24.4725,1.18536,3.07443,52.6936,8.45606,3.92724,2.15318,0.969326,0.218518,0.101486,0.1170317605137825,0.235924,1.33488,0.286399,0.714387,,,4.12969,0.206297,0.231482,999,1.53854,-0.814977,0.729646,1.53854,0.814977,4.02714,271.6000000000001,4.850000000000001,263,4.696428571428571,,,,,,,,,,,,,,,,,,,"Huascar Brazoban","6107",623211
"Erick Fedde","CHW",3.75158,5.83379,4.14728,5.01097,19.9687,14.3507,0,0.414546,0,84.1161,365.856,86.2187,50.9062,46.8337,13.1902,32.9433,0.754239,2.60528,59.7556,6.39355,3.52477,1.81389,1.41128,0.163331,0.0900446,0.07328645139932632,0.261026,1.41664,0.283759,0.677842,,,5.02071,0.205136,0.0760951,999,1.66782,1.02745,0.517747,1.66782,-1.02745,4.30967,250.10000000000005,2.977380952380953,263,3.130952380952381,,,,,,,,,,,,,,,,,,,"Erick Fedde","17425",607200
