Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Gordon Graceffo","STL",2.90367,2.81413,0,4.35108,50.3113,0.158136,0.0915981,6.66669,1.42344,61.5989,263.536,62.4022,32.3698,29.7802,6.7801,19.6403,0.86891,2.24064,49.9546,7.2987,2.86958,2.54348,0.990617,0.189555,0.0745262,0.11502929776906967,0.258228,1.33188,0.30079,0.684665,,,4.00974,0.2044,0.0406172,999,3.30073,-1.18671,0.594345,3.30073,1.18671,4.20754,273.49999999999994,4.411290322580644,281,4.532258064516129,,,,,,,,,,,,,,,,,,,"Gordon Graceffo","29519",700669
"Keegan Akin","BAL",3.37628,2.86593,0,4.01152,62.5914,0.217788,1.73354,13.5536,3.24179,66.2747,279.896,60.4766,32.1089,29.5402,9.09106,24.4606,1.75453,2.09987,66.7709,9.06738,3.3217,2.72974,1.23455,0.238556,0.0873914,0.15116417407989502,0.238721,1.28159,0.289538,0.731595,,,4.10569,0.202402,0.159161,999,1.76376,-1.23264,0.592365,1.76376,1.23264,4.21018,343.7000000000001,5.207575757575759,335,5.075757575757576,,,,,,,,,,,,,,,,,,,"Keegan Akin","19362",669211
"Evan Sisk","PIT",1.69661,1.99583,0,3.93447,43.9618,0,0,5.14855,0.419551,44.6214,194.492,42.4798,21.2031,19.5068,4.10922,19.7119,0.724088,2.45198,43.0676,8.68659,3.97583,2.18485,0.828817,0.221436,0.101351,0.12008523941040039,0.246505,1.39376,0.306593,0.726249,,,3.89209,0.200922,0.322038,999,4.12031,-2.06674,0.895311,4.12031,2.06674,3.80625,214.60000000000002,4.768888888888889,213,4.733333333333333,,,,,,,,,,,,,,,,,,,"Evan Sisk","24995",681895
"Jason Alexander","HOU",2.88604,2.58225,3.20258,4.51577,24.7295,6.01336,0.144937,0.893574,0,53.1241,229.26,54.3701,28.9729,26.6551,7.57871,18.0607,0.266293,2.23833,41.2359,6.98597,3.05976,2.28318,1.28395,0.179865,0.0787784,0.10108672827482224,0.260192,1.36343,0.292178,0.702968,,,4.58361,0.199729,0.135354,999,1.57432,-0.923872,0.65264,1.57432,0.923872,4.12981,179.40000000000006,3.3849056603773597,187,3.5283018867924527,,,,,,,,,,,,,,,,,,,"Jason Alexander","19666",669920
"Brock Stewart","LAD",1.05489,1.01369,0,3.93056,25.8403,0,0.0167158,5.0506,1.07005,26.2494,110.923,22.5492,12.4607,11.4639,3.44168,10.4316,0.794491,1.55673,30.2279,10.3641,3.57664,2.89772,1.18003,0.272512,0.0940438,0.1784682646393776,0.227919,1.25644,0.292766,0.728633,,,3.90662,0.198296,0.162529,999,1.64673,-0.238903,1.18357,1.64673,0.238903,3.42191,139.7,5.373076923076923,135,5.1923076923076925,,,,,,,,,,,,,,,,,,,"Brock Stewart","16727",592779
"Greg Weissert","BOS",3.38187,3.01126,0,4.13184,62.0498,0,0.721916,13.3862,3.90546,63.9975,272.671,61.6424,31.9357,29.3808,8.06921,21.9951,1.63482,2.80122,56.6155,7.96187,3.09318,2.57401,1.13478,0.207633,0.0806652,0.1269676387310028,0.248683,1.30689,0.292445,0.714699,,,4.16733,0.19691,0.23384,999,1.24593,0.512563,0.592366,1.24593,-0.512563,4.21018,310.00000000000006,4.843750000000001,312,4.875,,,,,,,,,,,,,,,,,,,"Greg Weissert","20375",669711
"Calvin Faucher","MIA",3.24211,3.86828,0,4.0708,63.486,0.0812881,5.05421,13.6831,2.80895,65.8796,284.675,61.9756,32.3892,29.798,7.3622,27.7681,1.32044,3.16552,64.7726,8.84878,3.79348,2.33263,1.00577,0.227532,0.0975429,0.12998870760202408,0.244247,1.36224,0.300723,0.722016,,,4.03016,0.193457,0.334598,999,1.23006,-0.710097,0.693859,1.23006,0.710097,4.07485,359.1000000000001,5.440909090909092,357,5.409090909090909,,,,,,,,,,,,,,,,,,,"Calvin Faucher","20116",676534
"Sam Moll","CIN",1.24139,1.33832,0,4.31251,36.7884,0,0,2.89408,0.564621,35.7866,154.21,32.6936,18.6389,17.1478,4.50849,15.4409,1.12466,1.93687,35.215,8.85623,3.88324,2.28063,1.13384,0.228356,0.100129,0.1282278597354889,0.238931,1.34504,0.290242,0.705255,,,4.26164,0.193199,0.0919786,999,1.6344,-0.688845,0.980825,1.6344,0.688845,3.69223,150.10000000000002,4.169444444444445,146,4.055555555555555,,,,,,,,,,,,,,,,,,,"Sam Moll","14874",594580
"Jaden Hill","COL",2.35064,2.70863,0,4.48052,50.1932,0,0.0278642,3.82342,2.24429,52.3098,228.074,51.4184,28.3062,26.0417,6.55781,20.3825,0.744618,4.05127,50.627,8.71046,3.50685,2.48384,1.12828,0.221976,0.0893682,0.1326080709695816,0.252497,1.37261,0.306309,0.694582,,,4.23051,0.192269,0.290106,999,2.2128,-1.99503,0.617079,2.2128,1.99503,4.17723,212.10000000000005,4.078846153846155,215,4.134615384615385,,,,,,,,,,,,,,,,,,,"Jaden Hill","30250",677955
"DL Hall","MIL",2.31737,2.07327,0.278674,4.01717,43.8906,0.726945,0,3.71591,0.550348,55.2938,237.624,49.9161,26.8266,24.6805,6.11237,24.4014,0.750812,2.40117,52.2074,8.49763,3.97175,2.13952,0.994891,0.219706,0.102689,0.11701658368110657,0.23677,1.34405,0.287235,0.722183,,,4.13803,0.19045,0.244853,999,1.9994,-0.950273,0.742244,1.9994,0.950273,4.01034,245.2,4.458181818181818,239,4.345454545454546,,,,,,,,,,,,,,,,,,,"DL Hall","22207",669084
"Bryan Hudson","NYM",1.34622,1.37526,0,3.87251,33.5626,0,0,4.27449,0.819104,37.2021,158.298,32.7503,17.3992,16.0073,4.04496,15.4823,1.55237,1.80718,35.8787,8.67984,3.74551,2.3174,0.978564,0.226653,0.097805,0.1288481056690216,0.232258,1.2965,0.283973,0.724304,,,4.014,0.190435,0.239257,999,1.67846,-0.443026,1.07303,1.67846,0.443026,3.56929,175.8,4.751351351351351,170,4.594594594594595,,,,,,,,,,,,,,,,,,,"Bryan Hudson","19924",663542
"Blade Tidwell","SFG",1.68611,2.01795,1.0037,4.51847,16.9941,3.03918,0,0.701885,0,32.7237,142.201,32.0438,17.8576,16.429,4.4473,13.3154,0.218012,1.61603,28.172,7.74814,3.66213,2.11575,1.22314,0.198114,0.0936377,0.10447584837675095,0.251779,1.38613,0.291562,0.702773,,,4.54895,0.190012,0.0941845,999,1.99175,-1.25649,0.958544,1.99175,1.25649,3.72194,126.80000000000005,3.842424242424244,128,3.878787878787879,,,,,,,,,,,,,,,,,,,"Blade Tidwell","31701",694918
"Eric Orze","MIN",2.44716,3.08037,0,4.30602,56.8083,0,0.805506,6.98299,0.171039,61.0761,265.454,56.4606,31.7627,29.2216,7.53349,27.1753,1.19623,4.23128,59.2048,8.72425,4.00448,2.17862,1.11011,0.223032,0.102373,0.12065920978784561,0.241236,1.36937,0.292435,0.709727,,,4.34257,0.18752,-0.0335443,999,2.3613,-1.15672,0.577357,2.3613,1.15672,4.23019,265.4000000000001,4.350819672131149,259,4.245901639344262,,,,,,,,,,,,,,,,,,,"Eric Orze","27626",679358
"PJ Poulin","WSN",3.48335,3.02706,0,4.00385,58.855,0,2.33327,10.3071,3.07448,59.844,258.738,55.5873,28.938,26.6229,6.57882,25.8916,1.04548,3.03421,57.4335,8.63748,3.89387,2.21823,0.989396,0.221975,0.100069,0.12190639227628708,0.241881,1.36152,0.295588,0.727023,,,4.09488,0.186183,0.273306,999,2.62789,-2.85755,0.648626,2.62789,2.85755,4.13517,289.29999999999995,4.821666666666666,286,4.766666666666667,,,,,,,,,,,,,,,,,,,"PJ Poulin","23394",676571
"Scott Barlow","ATH",3.03409,2.73496,0.182266,4.26501,53.0732,0.249253,1.81727,8.29691,2.04842,55.1363,241.037,47.9387,28.4006,26.1286,6.25448,29.3332,1.45272,3.31828,58.6414,9.57213,4.78811,1.99915,1.02093,0.243288,0.121696,0.12159201502799988,0.230048,1.40147,0.290503,0.713287,,,4.25926,0.183141,0.0755496,999,1.72755,-0.942293,0.585501,1.72755,0.942293,4.21933,272.4,4.952727272727272,261,4.745454545454545,,,,,,,,,,,,,,,,,,,"Scott Barlow","14993",605130
"Kirby Yates","LAA",2.84278,2.97069,0,3.99527,55.2779,0,9.89442,8.66259,1.70946,56.6667,239.418,45.7447,27.3428,25.1554,8.16602,26.1438,1.00788,2.8191,66.7251,10.5975,4.15224,2.55224,1.29695,0.278697,0.109197,0.1694999262690544,0.217361,1.26862,0.277203,0.736827,,,4.18684,0.181461,0.277609,303.760009765625,2.03532,1.59076,0.978402,2.03532,-1.59076,3.69546,336.79999999999995,5.90877192982456,314,5.508771929824562,,,,,,,,,,,,,,,,,,,"Kirby Yates","9073",489446
"Kai-Wei Teng","HOU",1.71244,1.92592,0.69921,4.53655,18.5502,2.71677,0,0.603662,0,30.9771,135.558,28.2464,16.9721,15.6144,3.61478,13.8318,0.217262,3.33661,31.0759,9.02872,4.01866,2.2467,1.05023,0.229244,0.102036,0.12720802426338196,0.238588,1.35837,0.294288,0.678222,,,4.30844,0.181436,0.0351398,999,1.57394,-1.36606,0.959227,1.57394,1.36606,3.72103,122.39999999999999,3.9483870967741934,118,3.806451612903226,,,,,,,,,,,,,,,,,,,"Kai-Wei Teng","24282",678906
"Kevin Kelly","TBR",1.87547,2.00907,0,4.02798,38.0666,0,0.0497297,2.77993,2.26967,39.5529,165.426,38.4857,19.2413,17.702,4.99703,9.41291,0.75465,2.42855,33.9811,7.73217,2.14184,3.61005,1.13704,0.205415,0.056901,0.14851442724466324,0.250583,1.211,0.292206,0.70062,,,3.95742,0.179864,0.194681,999,1.67755,-1.26354,1.07842,1.67755,1.26354,3.5621,182.7,4.5675,182,4.55,,,,,,,,,,,,,,,,,,,"Kevin Kelly","25679",687330
"Gavin Stone","LAD",1.68798,1.12329,1.03252,4.47429,11.6319,2.44965,0,0.548068,0,25.1861,107.196,25.312,13.6099,12.5211,3.49065,7.81692,0.159212,0.775599,22.0532,7.88051,2.7933,2.82122,1.24735,0.205728,0.0729218,0.13280624151229858,0.256705,1.31537,0.298679,0.691136,,,4.20913,0.179196,0.0304885,731.9500122070312,1.90609,1.0559,1.10501,1.90609,-1.0559,3.52666,104.1,4.164,107,4.28,,,,,,,,,,,,,,,,,,,"Gavin Stone","27792",694813
"Ryan Brasier","TEX",1.58747,1.40237,0.230722,4.03796,37.3421,0.315517,0,2.28714,0.790899,39.3083,163.853,36.8962,19.1697,17.6361,4.85305,11.3686,0.463356,1.20114,34.5547,7.91163,2.60296,3.03948,1.11115,0.210889,0.0693831,0.1415053978562355,0.243888,1.22785,0.286418,0.701585,,,3.94132,0.178874,0.085304,999,0.881385,0.370668,1.08055,0.881385,-0.370668,3.55927,172.90000000000003,4.4333333333333345,172,4.410256410256411,,,,,,,,,,,,,,,,,,,"Ryan Brasier","5615",518489
"Matt Festa","CLE",3.4995,2.91655,0,4.18457,57.3177,0,0.0285607,9.79758,1.16507,59.0129,248.599,52.5697,29.8241,27.4382,7.5227,21.0025,1.47717,3.29887,57.591,8.78315,3.20307,2.7421,1.14728,0.231663,0.0844835,0.14717910438776016,0.234375,1.24671,0.282988,0.693969,,,4.0759,0.178393,0.00461507,999,1.70493,0.514663,0.643757,1.70493,-0.514663,4.14166,284.40000000000003,4.820338983050848,275,4.661016949152542,,,,,,,,,,,,,,,,,,,"Matt Festa","19330",670036
"Jake Bird","NYY",2.46922,1.83725,0,4.07126,50.2141,0.0619142,0.0302137,8.21229,4.91951,54.0253,232.847,49.2587,26.5641,24.439,5.94796,22.4839,1.86656,3.89052,54.285,9.04326,3.74556,2.4144,0.990862,0.233136,0.0965609,0.13657524436712265,0.238573,1.32794,0.296163,0.712421,,,4.02133,0.176372,0.124379,999,3.16049,-1.67236,0.713014,3.16049,1.67236,4.04931,260.4,4.822222222222222,254,4.703703703703703,,,,,,,,,,,,,,,,,,,"Jake Bird","21267",656234
"Ryan Yarbrough","NYY",2.93937,2.57974,1.09107,4.28807,43.4905,2.61328,0.178145,3.40199,0.985935,65.0341,275.351,62.6857,33.6801,30.9857,9.4192,19.1494,0.731668,4.26651,52.379,7.24867,2.65007,2.73528,1.30351,0.190226,0.0695455,0.12068077176809311,0.248817,1.25834,0.280149,0.701475,,,4.48734,0.173248,0.173869,999,1.7534,0.760343,0.671065,1.7534,-0.760343,4.10525,253.5,3.9,255,3.923076923076923,,,,,,,,,,,,,,,,,,,"Ryan Yarbrough","16502",642232
"Cal Quantrill","TEX",1.7805,2.32623,1.5592,5.11854,7.76851,5.96294,0,0,0,33.8727,147.241,35.1714,20.9395,19.2643,5.35298,11.6213,0.102976,1.87874,25.149,6.6821,3.08779,2.16404,1.42229,0.170801,0.078927,0.09187439829111099,0.262981,1.38143,0.288829,0.657867,,,4.9003,0.172917,-0.0523949,999,2.36378,-1.31234,0.899568,2.36378,1.31234,3.80058,107.10000000000002,3.150000000000001,113,3.323529411764706,,,,,,,,,,,,,,,,,,,"Cal Quantrill","19312",615698
"Justin Bruihl","STL",1.70302,2.34211,0,4.15963,47.7728,0,0,8.36967,2.12206,48.7012,210.506,46.4687,24.4661,22.5088,5.00246,18.9028,4.0648,3.41413,43.8871,8.11035,3.49325,2.32172,0.924457,0.208484,0.089797,0.11868679523468018,0.246925,1.3423,0.297676,0.700819,,,4.04289,0.17178,0.164074,999,2.09417,-0.743464,0.844095,2.09417,0.743464,3.87454,235.50000000000003,4.806122448979592,234,4.775510204081633,,,,,,,,,,,,,,,,,,,"Justin Bruihl","23779",677865
"Brady Basso","ATH",2.46481,2.02115,0.0175376,3.99057,44.1156,0.110467,0.428433,4.70502,0.306261,50.2144,213.875,48.1106,24.201,22.2649,5.98505,17.9035,1.73152,1.73711,44.6323,7.99951,3.20887,2.49293,1.07271,0.208684,0.0837101,0.12497371435165405,0.247693,1.31464,0.293318,0.725481,,,4.08034,0.169372,0.217688,999,2.22762,-0.297915,0.837808,2.22762,0.297915,3.88292,221.39999999999998,4.428,222,4.44,,,,,,,,,,,,,,,,,,,"Brady Basso","25582",669620
"Kendry Rojas","MIN",1.72691,1.93855,0,4.19431,31.3768,0.492922,0,1.81254,0,36.3866,157.312,35.4937,18.432,16.9574,3.9888,14.4876,0.823653,1.44527,34.0936,8.43283,3.58342,2.35329,0.986605,0.216726,0.092095,0.12463127076625824,0.251054,1.37362,0.304995,0.710619,,,3.9999,0.169033,0.0707558,999,2.51953,-0.200025,0.945595,2.51953,0.200025,3.73921,157.20000000000005,4.366666666666668,159,4.416666666666667,,,,,,,,,,,,,,,,,,,"Kendry Rojas","sa3016746",696070
"Yoendrys Gómez","TBR",2.54062,1.86995,1.16892,4.43904,29.2807,4.317,0.00437091,0.579953,0,50.9365,218.831,46.7292,27.3079,25.1233,7.54438,20.8818,0.290132,2.99481,49.1807,8.68977,3.68962,2.35519,1.33302,0.224743,0.0954243,0.1293184608221054,0.239693,1.32736,0.283477,0.706467,,,4.53581,0.163503,0.191203,999,2.03217,0.567586,0.667141,2.03217,-0.567586,4.11048,186.8,3.662745098039216,181,3.549019607843137,,,,,,,,,,,,,,,,,,,"Yoendrys Gomez","22872",672782
"Yaramil Hiraldo","BAL",0.695838,0.737733,0,4.19817,32.5317,0,0,1.55928,1.07508,35.1404,147.823,31.93,17.817,16.3917,5.1433,12.7278,0.380799,0.906925,35.6044,9.11884,3.2598,2.79736,1.31728,0.240858,0.0861017,0.1547560840845108,0.237949,1.27084,0.28667,0.716572,,,4.17549,0.163361,-0.0233647,999,2.27189,-0.414981,1.10667,2.27189,0.414981,3.52445,152.3,4.351428571428571,148,4.228571428571429,,,,,,,,,,,,,,,,,,,"Yaramil Hiraldo","25215",682274
"Austin Warren","NYM",2.54516,1.72623,0,4.13013,35.723,0,0,2.91213,0,41.2935,175.8,38.8053,20.5975,18.9497,5.43389,14.9781,0.555506,1.85248,37.5142,8.17628,3.26449,2.50461,1.18433,0.213391,0.0851994,0.12819183617830276,0.244105,1.30246,0.287631,0.718683,,,4.25162,0.162287,0.0433192,999,1.34653,-1.19876,0.893377,1.34653,1.19876,3.80883,177.50000000000003,4.329268292682928,177,4.317073170731708,,,,,,,,,,,,,,,,,,,"Austin Warren","24937",681810
"Austin Gomber","TEX",1.85081,2.83813,1.02617,4.93697,19.2543,4.40879,0,0.89873,0,40.704,172.867,42.9364,24.2699,22.3283,7.14392,10.5145,0.352455,0.967912,29.9229,6.61621,2.32484,2.84588,1.57958,0.173097,0.0608239,0.11227355152368546,0.26605,1.31316,0.28791,0.671609,,,4.79277,0.161968,-0.0909671,999,6.91109,-2.0014,0.883722,6.91109,2.0014,3.8217,133.50000000000006,3.2560975609756113,142,3.4634146341463414,,,,,,,,,,,,,,,,,,,"Austin Gomber","16561",596295
"Ty Johnson","TBR",0.931302,1.00024,1.17211,4.34535,2.75093,2.75093,0,0,0,15.7258,66.7709,14.2336,8.25288,7.59265,2.35972,5.89876,0.0599849,0.876611,15.5796,8.91637,3.37592,2.64117,1.35049,0.233329,0.0883432,0.14498622715473175,0.237245,1.28022,0.282334,0.705904,,,4.39696,0.161044,0.196855,999,0.741471,1.08184,1.29147,0.741471,-1.08184,3.27804,68.4,4.275,65,4.0625,,,,,,,,,,,,,,,,,,,"Ty Johnson","sa3023410",694494
"Mitch Farris","LAA",1.35889,2.36714,1.85142,4.89422,6.4102,6.27897,0,0.0684094,0,32.6421,142.532,31.8227,19.2944,17.7508,5.12405,14.512,0.179681,1.2092,28.7469,7.92603,4.00121,1.98091,1.41279,0.201687,0.101815,0.09987159818410873,0.250945,1.41948,0.287267,0.69049,,,4.85937,0.160753,0.154394,999,1.4553,-0.463662,0.910414,1.4553,0.463662,3.78611,109.50000000000004,3.3181818181818197,110,3.3333333333333335,,,,,,,,,,,,,,,,,,,"Mitch Farris","33628",815083
"Wade Miley",,2.04048,2.46354,2.31542,4.89529,8.04848,7.8097,0,0.0820717,0,40.735,178.505,42.9046,24.0833,22.1566,5.87711,15.0254,0.162491,2.0366,27.2385,6.01807,3.31971,1.81283,1.29849,0.152592,0.0841733,0.06841842830181122,0.265756,1.42212,0.288538,0.680993,,,4.92994,0.160659,0.157503,999,1.4283,-1.00652,0.804926,1.4283,1.00652,3.92677,120.80000000000003,2.946341463414635,130,3.1707317073170733,,,,,,,,,,,,,,,,,,,"Wade Miley","8779",489119
"Tim Herrin","CLE",3.18233,2.70217,0,3.82423,53.2853,0,0.0324178,10.6787,2.53399,52.2465,225.758,45.3054,24.1308,22.2003,5.2397,25.2566,1.3262,3.15866,53.3342,9.18738,4.35072,2.11169,0.902593,0.236245,0.111875,0.12437030673027039,0.229577,1.35056,0.288723,0.734364,,,4.02885,0.160051,0.259342,999,1.80617,-0.433994,0.733911,1.80617,0.433994,4.02145,272.3,5.236538461538462,261,5.019230769230769,,,,,,,,,,,,,,,,,,,"Tim Herrin","25139",682120
"Brandon Williamson","CIN",1.85973,2.21836,1.1872,4.59117,29.7676,2.95641,0,1.06061,0,47.9935,206.751,46.7761,26.6119,24.4829,7.34744,18.1251,0.388361,2.18922,41.9344,7.86378,3.39892,2.31361,1.37783,0.202825,0.0876661,0.11515925824642181,0.250895,1.35229,0.287475,0.70108,,,4.64765,0.159954,0.133085,999,2.62731,-0.724332,0.747866,2.62731,0.724332,4.00285,174.90000000000003,3.6437500000000007,177,3.6875,,,,,,,,,,,,,,,,,,,"Brandon Williamson","25463",682227
"Tanner Houck","BOS",1.1651,1.56356,0.736401,4.98273,5.85374,3.1406,0,0,0,21.4941,93.8589,22.4849,12.9347,11.8999,2.84558,7.28153,0.234659,1.54458,17.2459,7.22118,3.04892,2.36844,1.1915,0.183743,0.0775796,0.10616327077150345,0.264426,1.38486,0.302416,0.652831,,,4.48337,0.15969,0.00947929,999,1.45395,-0.0810286,1.12849,1.45395,0.0810286,3.49535,68.3,3.2523809523809524,73,3.4761904761904763,,,,,,,,,,,,,,,,,,,"Tanner Houck","19879",656557
"Ryne Stanek","STL",3.02257,3.51312,0,4.25254,59.3831,0,2.03573,10.7188,4.28616,59.4819,257.303,53.8172,30.5495,28.1055,7.73968,27.7659,0.991587,2.19868,60.0215,9.08165,4.20116,2.1617,1.17106,0.233272,0.107911,0.12536080926656723,0.236728,1.37156,0.288748,0.721348,,,4.31981,0.159011,-0.017314,999,3.16381,-0.958179,0.579475,3.16381,0.958179,4.22737,281.80000000000007,4.776271186440679,275,4.661016949152542,,,,,,,,,,,,,,,,,,,"Ryne Stanek","15947",592773
"Brent Headrick","NYY",1.63784,1.29953,0,3.99271,41.3148,0,0.0181375,3.57314,0.774616,47.3958,198.231,42.6078,22.8548,21.0264,6.896,15.7283,1.0924,1.9729,49.0616,9.31633,2.98665,3.11932,1.30948,0.247498,0.0793435,0.16815411299467087,0.236015,1.23083,0.286676,0.728843,,,4.07675,0.158642,0.159476,999,1.65484,0.0815583,0.964754,1.65484,-0.0815583,3.71366,209.90000000000003,4.4659574468085115,204,4.340425531914893,,,,,,,,,,,,,,,,,,,"Brent Headrick","27702",687396
"Henry Baez","ATH",1.10563,0.787813,1.2396,4.4683,6.78268,2.82669,0,0,0,19.7593,85.3771,19.2863,10.6631,9.81007,2.1879,7.50149,0.237436,1.08964,14.6175,6.65798,3.41679,1.94861,0.996546,0.171211,0.0878631,0.08334774523973465,0.251169,1.3557,0.285065,0.679656,,,4.39941,0.15834,0.102681,999,0.903727,-0.803928,1.22515,0.903727,0.803928,3.36647,77,3.85,77,3.85,,,,,,,,,,,,,,,,,,,"Henry Baez","sa3016584",692013
"Ronel Blanco","HOU",1.07034,1.12592,0.876115,4.15907,9.07664,2.1313,0,0.568801,0.611601,18.4412,77.954,16.5503,9.26305,8.52201,2.61929,7.46562,0.0609118,0.274301,18.9369,9.24193,3.64351,2.53655,1.27831,0.242924,0.0957696,0.14715434610843658,0.235711,1.3023,0.286304,0.724995,,,4.18695,0.158005,0.128944,999,0.731565,0.211642,1.24772,0.731565,-0.211642,3.33637,73.10000000000001,4.061111111111112,72,4,,,,,,,,,,,,,,,,,,,"Ronel Blanco","19407",669854
"Luke Little","CHC",0.756025,0.554171,0,3.58578,17.7885,0,0,1.01572,0,18.4456,80.3774,14.6042,7.98815,7.3491,1.36644,10.6971,0.317255,1.39937,20.4768,9.99106,5.21934,1.91424,0.666717,0.254758,0.133086,0.12167231738567352,0.213884,1.37167,0.285065,0.740249,,,3.84531,0.154804,0.144237,999,1.7472,0.135959,1.28888,1.7472,-0.135959,3.2815,89.90000000000003,4.994444444444446,85,4.722222222222222,,,,,,,,,,,,,,,,,,,"Luke Little","28036",681432
"Grant Wolfram","BAL",1.61074,1.7962,0,4.30868,27.8669,0,0,1.84179,0,30.6042,133.133,29.3846,15.9255,14.6515,3.32701,13.2824,0.836838,1.40747,28.4336,8.3617,3.90605,2.1407,0.978401,0.213574,0.099768,0.1138058602809906,0.248091,1.39416,0.300611,0.703553,,,4.13021,0.154264,-0.0266464,999,1.55448,-0.629211,1.00267,1.55448,0.629211,3.66311,139.09999999999997,4.487096774193548,138,4.451612903225806,,,,,,,,,,,,,,,,,,,"Grant Wolfram","21623",664991
"Jack Perkins","ATH",1.1418,1.36454,0.360268,3.90311,21.0546,0.492674,0.459432,0.957354,0,27.5474,116.657,22.9824,12.9855,11.9467,2.9562,11.8197,0.427667,1.69203,28.5603,9.33094,3.86163,2.41632,0.96582,0.244823,0.10132,0.14350256323814392,0.222816,1.26335,0.279583,0.711485,,,3.92814,0.153288,0.167217,999,1.77297,-0.695807,1.19031,1.77297,0.695807,3.41292,130.50000000000006,4.660714285714287,121,4.321428571428571,,,,,,,,,,,,,,,,,,,"Jack Perkins","31468",678022
"Dauri Moreta",,1.24259,1.19653,0,3.92503,27.5889,0,0.0337896,0.952725,1.49702,28.2428,119.138,23.6917,13.3881,12.3171,3.60522,11.9598,0.852704,1.30018,31.5881,10.066,3.81118,2.64119,1.14886,0.265138,0.100386,0.16475233435630798,0.223763,1.26232,0.284169,0.727461,,,3.9662,0.153062,0.167114,999,0.889589,0.982599,1.14986,0.889589,-0.982599,3.46685,124.60000000000005,4.450000000000002,117,4.178571428571429,,,,,,,,,,,,,,,,,,,"Dauri Moreta","21101",664294
"James McArthur","KCR",1.56314,1.38634,0,4.19307,28.8615,0,0.723632,1.31311,2.12271,30.0319,128.116,29.7189,15.2084,13.9917,3.41924,9.45301,0.606232,1.55165,26.4619,7.93015,2.83289,2.79931,1.02468,0.206546,0.0737845,0.13276158273220062,0.253766,1.30435,0.301496,0.696918,,,3.95228,0.152709,0.0690997,999,1.40525,-1.00462,1.10494,1.40525,1.00462,3.52675,135.1,4.503333333333333,139,4.633333333333334,,,,,,,,,,,,,,,,,,,"James McArthur","21527",663704
"Bailey Falter","KCR",3.51515,3.69879,2.18386,4.61416,37.9357,5.93489,0,2.23308,0,68.8328,294.181,69.8374,38.3582,35.2895,10.4661,22.4353,0.247356,1.60459,50.54,6.60819,2.93345,2.2527,1.36846,0.171799,0.0762637,0.09553540498018265,0.258522,1.34053,0.28389,0.694595,,,4.69107,0.15207,0.137049,999,1.32799,0.14883,0.46255,1.32799,-0.14883,4.38327,243.60000000000002,3.530434782608696,253,3.6666666666666665,,,,,,,,,,,,,,,,,,,"Bailey Falter","20070",663559
"Ryan Johnson","LAA",0.787598,0.829392,0,4.16497,18.3469,0,0.258336,0.920969,2.69588,19.2983,81.5415,18.7586,9.70737,8.93078,2.51762,6.30078,0.838031,0.323939,18.3052,8.53684,2.93844,2.90523,1.17412,0.224489,0.0772709,0.14721863716840744,0.250392,1.29852,0.300236,0.712896,,,3.96385,0.152004,-0.00956978,999,1.10335,-2.58127,1.27667,1.10335,2.58127,3.29778,76.29999999999998,4.01578947368421,78,4.105263157894737,,,,,,,,,,,,,,,,,,,"Ryan Johnson","35325",696270
"Jalen Beeks",,2.4687,1.73418,0,4.04352,44.3268,0.159403,0.338425,4.08811,2.36476,46.0821,196.89,43.1326,22.5041,20.7038,5.21086,17.779,1.06188,1.87957,41.4306,8.09154,3.4723,2.33031,1.0177,0.210425,0.0902991,0.12012577056884766,0.243369,1.32181,0.290388,0.716339,,,4.08682,0.15063,0.105953,999,1.64508,-2.32832,0.85685,1.64508,2.32832,3.85753,205.10000000000002,4.458695652173914,203,4.413043478260869,,,,,,,,,,,,,,,,,,,"Jalen Beeks","17192",656222
"Reese Olson","DET",0.53721,0.634691,0.109078,3.78638,2.00668,1.71264,0,0,0,9.49678,39.5808,8.36595,4.3428,3.99537,1.07051,3.14112,0.179568,0.438156,8.99382,8.52336,2.97681,2.86325,1.01451,0.227227,0.0793597,0.14786693453788757,0.232377,1.21168,0.281273,0.715829,,,3.83714,0.150208,0.157754,352.5199890136719,1.82244,-0.423633,1.44208,1.82244,0.423633,3.07722,42.500000000000014,4.722222222222224,41,4.555555555555555,,,,,,,,,,,,,,,,,,,"Reese Olson","24968",681857
